,Mark,Competitor,Nat,Location,Date,Results Score,Discipline
452,4:07.65,Judy Jepkoech KOSGEI,KEN,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1145,1500m
453,4:07.66,Chloe FOERSTER,USA,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1145,1500m
454,4:07.67,Bikile AMBESU,ETH,"University of Ghana Sports Stadium, Accra (GHA)",22 MAR 2024,1145,1500m
455,4:07.68,Laurie BARTON,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1145,1500m
456,4:07.68,Hanna HERMANSSON,SWE,"Stade Delort, Marseille (FRA)",22 MAY 2024,1145,1500m
457,4:07.80,Regan YEE,CAN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",09 FEB 2024,1165,1500m
458,4:07.83,Madeleine BERKSON,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1143,1500m
459,4:07.90,María Pía FERNÁNDEZ,URU,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1143,1500m
460,4:07.96,Melissa RIGGINS,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2024,1142,1500m
461,4:08.03,Laura PELLICORO,ITA,"Keskusurheilukenttä, Joensuu (FIN)",20 JUL 2024,1142,1500m
462,4:08.04,Aurore FLEURY,FRA,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1142,1500m
463,4:08.06,Anna GIBSON,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1142,1500m
464,4:08.06,Aleksandra GULYAYEVA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1142,1500m
465,4:08.09,Knight ACIRU,UGA,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1141,1500m
466,4:08.10,Teagan SCHEIN-BECKER,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1141,1500m
467,4:08.13,Kate AXFORD,GBR,"Market Street Athletics Track, Bury (GBR)",10 AUG 2024,1141,1500m
468,4:08.14,Aynadis MEBRATU,ETH,"SA Athletic Stadium, Adelaide (AUS)",10 FEB 2024,1141,1500m
469,4:08.15,Lauren RYAN,AUS,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1141,1500m
470,4:08.23,Micaela DEGENERO,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1140,1500m
471,4:08.27,Laura GALVÁN,MEX,"Keskusurheilukenttä, Joensuu (FIN)",20 JUL 2024,1140,1500m
472,4:08.34,Jodie MCCANN,IRL,"SA Athletic Stadium, Adelaide (AUS)",10 FEB 2024,1139,1500m
473,4:08.44,Danielle ARAGON,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1139,1500m
474,4:08.46,Mariska PAREWYCK,BEL,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1138,1500m
475,4:08.48,Isobel BATT-DOYLE,AUS,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1138,1500m
476,4:08.56,Lorea IBARZABAL,ESP,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1138,1500m
477,4:08.58,Katia DELARCHE,FRA,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1138,1500m
478,4:08.59,Angelina ELLIS,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1137,1500m
479,4:08.59,Micol MAJORI,ITA,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1137,1500m
480,4:08.60,Gabija GALVYDYTĖ,LTU,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1137,1500m
481,4:08.78,Riley CHAMBERLAIN,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1136,1500m
482,4:08.80,Taryn RAWLINGS,USA,"Woodside Stadium, Watford (GBR)",21 AUG 2024,1136,1500m
483,4:08.83,Zoya NAUMOV,ESP,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1136,1500m
484,4:08.86,Sadie ENGELHARDT,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1135,1500m
485,4:08.86,Allie BUCHALSKI,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1135,1500m
486,4:08.91,Imogen BARRETT,AUS,"SA Athletic Stadium, Adelaide (AUS)",10 FEB 2024,1135,1500m
487,4:08.93,Billah JEPKIRUI,KEN,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2024,1135,1500m
488,4:08.94,Gracie MORRIS,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1135,1500m
489,4:09.03,Ingeborg ØSTGÅRD,NOR,"Friidrettsstadion, Jessheim (NOR)",24 MAY 2024,1134,1500m
490,4:09.03,Lyubov DUBROVSKAYA,RUS,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1134,1500m
491,4:09.04,Juliet CHERUBET,KEN,"John McDonnell Field, Fayetteville, AR (USA)",25 MAY 2024,1134,1500m
492,4:09.06,Lorena RANGEL BATRES,MEX,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1134,1500m
493,4:09.06,Amalie SÆTEN,NOR,"Bislett Stadion, Oslo (NOR)",27 AUG 2024,1134,1500m
494,4:09.07,Naima AIT ALIBOU,ESP,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",30 JUN 2024,1134,1500m
495,4:09.13,Skylyn WEBB,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2024,1133,1500m
496,4:09.27,Daniela GARCÍA,ESP,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1132,1500m
497,4:09.27,Grace BARNETT,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1132,1500m
498,4:09.4h,Tsige TESHOME,ETH,"Stadium, Hawassa (ETH)",06 JUL 2024,1132,1500m
499,4:09.33,Adelle TRACEY,JAM,"Stade de France, Paris (FRA)",06 AUG 2024,1132,1500m
500,4:09.34,Şilan AYYILDIZ,TUR,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1132,1500m
501,4:09.36,Maddy ELMORE,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2024,1131,1500m
502,4:09.36,Sivan AUERBACH,ISR,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1131,1500m
503,4:09.39,Anna KRASILNIKOVA,RUS,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1131,1500m
504,4:09.41,Yume GOTO,JPN,"Stade de France, Paris (FRA)",06 AUG 2024,1131,1500m
505,4:09.42,Liliya MENDAYEVA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1131,1500m
506,4:09.45,Kaylee MITCHELL,USA,"Hayward Field, Eugene, OR (USA)",03 MAY 2024,1131,1500m
507,4:09.47,Carina VILJOEN,RSA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1131,1500m
508,4:09.48,Lea MEYER,GER,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1130,1500m
509,4:09.51,Stephanie BROKAW,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1130,1500m
510,4:09.56,Margot APPLETON,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1130,1500m
511,4:09.58,Jetske VAN KAMPEN,NED,"Helmut-Körnig-Halle, Dortmund (GER) (i)",20 JAN 2024,1151,1500m
512,4:09.60,Francine NIYOMUKUNZI,BDI,"Campo Comunale, Modena (ITA)",21 SEP 2024,1130,1500m
513,4:09.62,Courtney WAYMENT,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1129,1500m
514,4:09.65,Sadie SARGENT,USA,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1129,1500m
515,4:09.68,Elly HENES,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1129,1500m
516,4:09.70,Olivia HOWELL,USA,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1129,1500m
517,4:09.76,Gabrielle WILKINSON,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1128,1500m
518,4:09.76,Alexandra MILLARD,GBR,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1128,1500m
519,4:09.80,Wilma Anna TORBIÖRNSSON,NOR,"Bislett Stadion, Oslo (NOR)",27 AUG 2024,1128,1500m
520,4:09.85,Diana MEZULIÁNÍKOVÁ,CZE,"Friidrettsstadion, Jessheim (NOR)",24 MAY 2024,1128,1500m
521,4:09.94,Adva COHEN,ISR,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1127,1500m
522,4:09.95,Kiara CARTER,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1127,1500m
523,4:10.03,Lauren GREGORY,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1126,1500m
524,4:10.11,Sarah Muthoni NYAMBURA,KEN,"Prefectural Stadium, Okayama (JPN)",30 MAY 2024,1126,1500m
525,4:10.13,Suus ALTORF,NED,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1125,1500m
526,4:10.20,Nicole VANASSE,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1125,1500m
527,4:10.22,Charlotte MOUCHET,FRA,"Stade Raymond Troussier, Decines (FRA)",04 MAY 2024,1125,1500m
528,4:10.22,Flavie RENOUARD,FRA,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1125,1500m
529,4:10.24,Wilma NIELSEN,SWE,"Sollentunavallen, Sollentuna (SWE)",16 JUN 2024,1125,1500m
530,4:10.32,Nia AKINS,USA,"Franklin Field, Philadelphia, PA (USA)",27 APR 2024,1124,1500m
531,4:10.32,Taylor WERNER,USA,"Keskusurheilukenttä, Joensuu (FIN)",20 JUL 2024,1124,1500m
532,4:10.33,Elena BURKARD,GER,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1124,1500m
533,4:10.33,Chikako MORI,JPN,"Athletics Stadium, Setagaya, Tokyo (JPN)",27 JUL 2024,1124,1500m
534,4:10.34,Yazmine WRIGHT,USA,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",01 JUN 2024,1124,1500m
535,4:10.42,Delia SCLABAS,SUI,"Market Street Athletics Track, Bury (GBR)",10 AUG 2024,1123,1500m
536,4:10.43,Philippine DE LA BIGNE,FRA,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1123,1500m
537,4:10.56,Abbe GOLDSTEIN,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1122,1500m
538,4:10.67,Taryn PARKS,USA,"Joe Compagni Track at Kessler Stadium, West Long Branch, NJ (USA)",02 JUN 2024,1121,1500m
539,4:10.67,Yuliya POPOVA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1121,1500m
540,4:10.69,Danae RIVERS,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1121,1500m
541,4:10.70,Aneta KONIECZEK,POL,"Stadion Zygmunta Szelesta, Warszawa (POL)",02 JUN 2024,1121,1500m
542,4:10.71,Marina MARTÍNEZ,ESP,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1121,1500m
543,4:10.72,Hannah STEELMAN,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1121,1500m
544,4:10.75,Tomoka KIMURA,JPN,"Municipal Stadium, Hiroshima (JPN)",29 APR 2024,1121,1500m
545,4:10.76,Josefa QUEZADA,CHI,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1121,1500m
546,4:10.79,Alicja KONIECZEK,POL,"Stadion Zygmunta Szelesta, Warszawa (POL)",02 JUN 2024,1120,1500m
547,4:10.85,Erin WALLACE,GBR,"Woodside Stadium, Watford (GBR)",21 AUG 2024,1120,1500m
548,4:10.87,July FERREIRA DA SILVA,BRA,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1120,1500m
549,4:10.87,Ceili MCCABE,CAN,"Swangard Stadium, Burnaby (CAN)",15 JUN 2024,1120,1500m
550,4:10.89,Claudia Mihaela BOBOCEA,ROU,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1120,1500m
551,4:10.92,Alice SEGUIN,FRA,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1119,1500m
552,4:10.97,Amina MAATOUG,NED,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",09 FEB 2024,1140,1500m
553,4:11.02,Carlee HANSEN,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1119,1500m
554,4:11.03,Ayano IDE,JPN,"Denka Big Swan Stadium, Niigata (JPN)",28 JUN 2024,1118,1500m
555,4:11.07,Grace FETHERSTONHAUGH,CAN,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1118,1500m
556,4:11.10,Mena SCATCHARD,GBR,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1118,1500m
557,4:11.18,Tatsiana SHABANAVA,BLR,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1117,1500m
558,4:11.20,Birtukan DEGU,ETH,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1117,1500m
559,4:11.26,Marta PEN FREITAS,POR,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",01 JUN 2024,1117,1500m
560,4:11.28,Rachel SMITH,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",03 FEB 2024,1137,1500m
561,4:11.32,Grethe TYLDUM,NOR,"Bislett Stadion, Oslo (NOR)",27 AUG 2024,1116,1500m
562,4:11.35,Abir REFFAS,ALG,"Sollentunavallen, Sollentuna (SWE)",16 JUN 2024,1116,1500m
563,4:11.37,Aimee PRATT,GBR,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1116,1500m
564,4:11.39,Vera COUTELLIER,GER,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1116,1500m
565,4:11.43,Stefanie PARSONS,CAN,"Joe Compagni Track at Kessler Stadium, West Long Branch, NJ (USA)",02 JUN 2024,1115,1500m
566,4:11.47,Molly SUGHROUE,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1115,1500m
567,4:11.49,Laura NICHOLSON,IRL,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1115,1500m
568,4:11.62,Saki KATAGIHARA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",28 JUN 2024,1114,1500m
569,4:11.65,Rebekah GREENE,NZL,"Newtown Park Stadium, Wellington (NZL)",17 MAR 2024,1114,1500m
570,4:11.75,Kaela EDWARDS,USA,"Keskusurheilukenttä, Joensuu (FIN)",20 JUL 2024,1113,1500m
571,4:11.78,Allie WILSON,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1113,1500m
572,4:11.79,Izzy FRY,GBR,"Market Street Athletics Track, Bury (GBR)",10 AUG 2024,1113,1500m
573,4:11.81,Caroline KARIBA,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1112,1500m
574,4:11.84,Bethan MORLEY,GBR,"Sportcity Regional Arena, Manchester (GBR)",25 MAY 2024,1112,1500m
575,4:11.90,Doris LEMNGOLE,KEN,"Sam Bailey Track Stadium, Tuscaloosa, AL (USA)",06 APR 2024,1112,1500m
576,4:11.9h,Aseter ARERE,ETH,"Stadium, Hawassa (ETH)",06 JUL 2024,1112,1500m
577,4:11.90,Anne Gine LØVNES,NOR,"Mørkvedlia Friidrett, Bodø (NOR)",03 AUG 2024,1112,1500m
578,4:11.91,Esther SEELAND,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1112,1500m
579,4:11.92,Kate GRACE,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1112,1500m
580,4:11.97,Rylee PENN,USA,"UCF Soccer and Track Complex, Orlando, FL (USA)",15 MAR 2024,1111,1500m
581,4:12.07,Ava LLOYD,GBR,"Woodside Stadium, Watford (GBR)",08 JUN 2024,1110,1500m
582,4:12.07,Ran URABE,JPN,"Denka Big Swan Stadium, Niigata (JPN)",27 JUN 2024,1110,1500m
583,4:12.08,Esther GITAHI,KEN,"Sam Bailey Track Stadium, Tuscaloosa, AL (USA)",06 APR 2024,1110,1500m
584,4:12.08,Mia BARNETT,USA,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1110,1500m
585,4:12.09,Alma Delia CORTES,MEX,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1110,1500m
586,4:12.17,Malin HOELSVEEN,NOR,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1110,1500m
587,4:12.18,Julia NIELSEN,SWE,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2024,1110,1500m
588,4:12.22,Sarah CALVERT,GBR,"Woodside Stadium, Watford (GBR)",08 JUN 2024,1109,1500m
589,4:12.3h,Samrawit MULUGETA,ETH,"Stadium, Hawassa (ETH)",06 JUL 2024,1109,1500m
590,4:12.25,Natoya GOULE-TOPPIN,JAM,"Franklin Field, Philadelphia, PA (USA)",27 APR 2024,1109,1500m
591,4:12.26,Lise THIMON,FRA,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1109,1500m
592,4:12.27,Valerie CONSTIEN,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2024,1109,1500m
593,4:12.33,Anita POMA,PER,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",12 MAY 2024,1108,1500m
594,4:12.34,Aniya MOSLEY,USA,"Franklin Field, Philadelphia, PA (USA)",25 APR 2024,1108,1500m
595,4:12.35,Janeth Nyiva MUTUNGI,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1108,1500m
596,4:12.36,Mebriht MEKONEN,ETH,"Stade des Grands Pêchers, Montreuil (FRA)",16 MAY 2024,1108,1500m
597,4:12.36,Jaylah HANCOCK-CAMERON,AUS,"Woodside Stadium, Watford (GBR)",08 JUN 2024,1108,1500m
598,4:12.41,Linn SÖDERHOLM,SWE,"Olympiastadion, Helsinki (FIN)",31 AUG 2024,1108,1500m
599,4:12.53,Lauren FREELAND,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1107,1500m
600,4:12.56,Rebecca MEHRA,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1107,1500m
601,4:12.58,Tuğba TOPTAŞ,TUR,"Seha Aksoy Atletizm Pisti, Izmir (TUR)",30 JUN 2024,1106,1500m
602,4:12.59,Jessica KAIN,USA,"Rashpal Dhillon  Oval, Vancouver (CAN)",19 JUN 2024,1106,1500m
603,4:12.68,Kayley DELAY,USA,"Hayward Field, Eugene, OR (USA)",20 APR 2024,1106,1500m
604,4:12.72,Melissa TANAKA,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1105,1500m
605,4:12.72,Clara LIBERMAN,FRA,"Stade Du Moulin Boisseau, Carquefou (FRA)",17 MAY 2024,1105,1500m
606,4:12.73,Anna WORKMAN,CAN,"Paul Derr TF Facility, Raleigh, NC (USA)",29 MAR 2024,1105,1500m
607,4:12.74,Carla MASIP,ESP,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",16 JUN 2024,1105,1500m
608,4:12.8h,Taddese TADELE,ETH,"Stadium, Hawassa (ETH)",06 JUL 2024,1105,1500m
609,4:12.78,Abby NICHOLS,USA,"Meredith College, Raleigh, NC (USA)",02 AUG 2024,1105,1500m
610,4:12.79,Madison MOONEY,USA,"Rashpal Dhillon  Oval, Vancouver (CAN)",19 JUN 2024,1105,1500m
611,4:12.80,Gemma FINCH,GBR,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1105,1500m
612,4:12.85,Rose WANGUI,KEN,"Municipal Stadium, Hiroshima (JPN)",29 APR 2024,1104,1500m
613,4:12.88,Michaela ROSE,USA,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 MAR 2024,1104,1500m
614,4:12.89,Belinda CHEMUTAI,UGA,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1104,1500m
615,4:12.93,Abbey COOPER,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1104,1500m
616,4:12.95,Sofia THØGERSEN,DEN,"Atletická hala, Ostrava (CZE) (i)",30 JAN 2024,1124,1500m
617,4:13.0h,Mekuria CHALETU,ETH,"Stadium, Hawassa (ETH)",06 JUL 2024,1103,1500m
618,4:13.01,Agnès MC TIGHE,SUI,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1103,1500m
619,4:13.01,Lyla BELSHAW,GBR,Banská Bystrica (SVK),21 JUL 2024,1103,1500m
620,4:13.05,Josephine Chelangat KIPLANGAT,KEN,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1103,1500m
621,4:13.05,Vera SJÖBERG,SWE,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1103,1500m
622,4:13.09,Prudence SEKGODISO,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",21 APR 2024,1103,1500m
623,4:13.13,Natalie RULE,AUS,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",04 APR 2024,1102,1500m
624,4:13.15,Ayal DAGNACHEW,ETH,"The Track at New Balance, Boston, MA (USA) (i)",04 FEB 2024,1123,1500m
625,4:13.15,Kileigh KANE,USA,"Franklin Field, Philadelphia, PA (USA)",25 APR 2024,1102,1500m
626,4:13.15,Gladys CHEPNGETICH,KEN,"Geroge C. Griffin Track, Atlanta, GA (USA)",11 MAY 2024,1102,1500m
627,4:13.18,Gabrielle JENNINGS,USA,"Armory Track&Field Center, New York, NY (USA) (i)",27 JAN 2024,1122,1500m
628,4:13.21,Olga VOVK,RUS,"LFK CSKA, Moskva (RUS) (i)",25 FEB 2024,1122,1500m
629,4:13.22,Carla SWEENEY,IRL,"Market Street Athletics Track, Bury (GBR)",10 AUG 2024,1102,1500m
630,4:13.24,Penelopea GORDON,USA,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1101,1500m
631,4:13.24,Grace HARTMAN,USA,"Geroge C. Griffin Track, Atlanta, GA (USA)",11 MAY 2024,1101,1500m
632,4:13.26,Judith OTAZUA,ESP,"Estadio Ciudad de Málaga, Málaga (ESP)",09 JUL 2024,1101,1500m
633,4:13.36,Julia JAGUŚCIK,POL,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1100,1500m
634,4:13.38,Adèle GAY,FRA,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1100,1500m
635,4:13.41,Verena MEISL,GER,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1100,1500m
636,4:13.44,Gamze BULUT,TUR,"Atatürk Stadyumu, Izmir (TUR)",26 MAY 2024,1100,1500m
637,4:13.45,Florence CARON,CAN,"Franklin Field, Philadelphia, PA (USA)",25 APR 2024,1100,1500m
638,4:13.48,Olivia GÜRTH,GER,"Sportzentrum Kalbach, Frankfurt (GER) (i)",27 JAN 2024,1120,1500m
639,8:44.39,Winfred YAVI,BRN,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1285,3000m Steeple
640,8:48.03,Peruth CHEMUTAI,UGA,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1275,3000m Steeple
641,8:55.15,Faith CHEROTICH,KEN,"Stade de France, Paris (FRA)",06 AUG 2024,1257,3000m Steeple
642,8:55.40,Beatrice CHEPKOECH,KEN,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1256,3000m Steeple
643,8:58.67,Alice FINOT,FRA,"Stade de France, Paris (FRA)",06 AUG 2024,1248,3000m Steeple
644,9:00.83,Sembo ALMAYEW,ETH,"Stade de France, Paris (FRA)",06 AUG 2024,1242,3000m Steeple
645,9:03.22,Valerie CONSTIEN,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1236,3000m Steeple
646,9:04.35,Elizabeth BIRD,GBR,"Stade de France, Paris (FRA)",06 AUG 2024,1233,3000m Steeple
647,9:04.93,Marwa BOUZAYANI,TUN,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1232,3000m Steeple
648,9:06.07,Lomi MULETA,ETH,"Stade de France, Paris (FRA)",06 AUG 2024,1229,3000m Steeple
649,9:06.50,Courtney WAYMENT,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1228,3000m Steeple
650,9:07.14,Marisa HOWARD,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1226,3000m Steeple
651,9:07.70,Gabrielle JENNINGS,USA,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1225,3000m Steeple
652,9:08.94,Gesa Felicitas KRAUSE,GER,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1221,3000m Steeple
653,9:08.97,Norah JERUTO,KAZ,"Stade de France, Paris (FRA)",06 AUG 2024,1221,3000m Steeple
654,9:09.59,Lea MEYER,GER,"Stade de France, Paris (FRA)",06 AUG 2024,1220,3000m Steeple
655,9:10.43,Irene SÁNCHEZ-ESCRIBANO,ESP,"Stade de France, Paris (FRA)",06 AUG 2024,1218,3000m Steeple
656,9:14.05,Kaylee MITCHELL,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1209,3000m Steeple
657,9:14.67,Olivia MARKEZICH,USA,"Stade Charléty, Paris (FRA)",07 JUL 2024,1207,3000m Steeple
658,9:15.17,Olivia GÜRTH,GER,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1206,3000m Steeple
659,9:15.24,Doris LEMNGOLE,KEN,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1206,3000m Steeple
660,9:16.51,Alicja KONIECZEK,POL,"Stade de France, Paris (FRA)",04 AUG 2024,1202,3000m Steeple
661,9:18.84,Loice CHEKWEMOI,UGA,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1196,3000m Steeple
662,9:19.64,Jackline CHEPKOECH,KEN,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1194,3000m Steeple
663,9:20.58,Ceili MCCABE,CAN,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1192,3000m Steeple
664,9:21.75,Daisy JEPKEMEI,KAZ,"Stade Charléty, Paris (FRA)",07 JUL 2024,1189,3000m Steeple
665,9:21.82,Allie OSTRANDER,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1189,3000m Steeple
666,9:21.98,Madie BOREMAN,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1189,3000m Steeple
667,9:22.19,Carolina ROBLES,ESP,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",28 JUN 2024,1188,3000m Steeple
668,9:22.36,Stella RUTTO,ROU,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1188,3000m Steeple
669,9:22.66,Annie RODENFELS,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1187,3000m Steeple
670,9:22.77,Lexy HALLADAY,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1187,3000m Steeple
671,9:22.77,Ilona MONONEN,FIN,"Stade de France, Paris (FRA)",04 AUG 2024,1187,3000m Steeple
672,9:22.92,Luiza GEGA,ALB,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1186,3000m Steeple
