,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Athlete ID,Number of Runs,Number of Bike Rides,Profile Visibility
1311,1:09:10,Irene SÁNCHEZ-ESCRIBANO,ESP,Valencia (ESP),27 OCT 2024,1147,Half,NA,NA,NA,NA
1312,1:09:11,Nesphine JEPLETING,KEN,Paris (FRA),03 MAR 2024,1146,Half,NA,NA,NA,NA
1313,1:09:14,Gladys JEMAIYO,KEN,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1145,Half,NA,NA,NA,NA
1314,1:09:14,Tigist GEZAHAGN,ETH,Lisboa (POR),17 MAR 2024,1145,Half,NA,NA,NA,NA
1315,1:09:14,Eilish MCCOLGAN,GBR,London (GBR),01 SEP 2024,1145,Half,21880851,164,5,Public
1316,1:09:17,Tegest AYALEW,ETH,Santa Pola (ESP),21 JAN 2024,1144,Half,NA,NA,NA,NA
1317,1:09:18,Vivian JEROTICH,KEN,Verona (ITA),11 FEB 2024,1144,Half,NA,NA,NA,NA
1318,1:09:19,Soukaina ATANANE,MAR,"Sale, Rabat (MAR)",21 APR 2024,1144,Half,NA,NA,NA,NA
1319,1:09:20,Helah Jelagat KIPROP,KEN,Tallinn (EST),07 SEP 2024,1143,Half,NA,NA,NA,NA
1320,1:09:22,Meskerem MOLLA,ETH,Poznan (POL),14 APR 2024,1143,Half,NA,NA,NA,NA
1321,1:09:23,Megertu ALEMU,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1142,Half,NA,NA,NA,NA
1322,1:09:24,Mao UESUGI,JPN,Marugame (JPN),04 FEB 2024,1142,Half,NA,NA,NA,NA
1323,1:09:25,Delvine Relin MERINGOR,ROU,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1142,Half,NA,NA,NA,NA
1324,1:09:26,Josephine NAUKOT,KEN,Mainz (GER),05 MAY 2024,1141,Half,NA,NA,NA,NA
1325,1:09:29,Rediet DANIEL,ETH,Poznan (POL),14 APR 2024,1140,Half,NA,NA,NA,NA
1326,1:09:30,Alisa VAINIO,FIN,Copenhagen (DEN),15 SEP 2024,1140,Half,38818304,0,0,Private
1327,1:09:31,Diane VAN ES,NED,Barcelona (ESP),11 FEB 2024,1140,Half,43526652,37,0,Public
1328,1:09:31,Hilda KIPTUM,KEN,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1140,Half,NA,NA,NA,NA
1329,1:09:31,Ai HOSODA,JPN,Hakodate (JPN),30 JUN 2024,1140,Half,NA,NA,NA,NA
1330,1:09:32,Rebecca CHEPKWEMOI,KEN,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1139,Half,NA,NA,NA,NA
1331,1:09:32,Fabienne KÖNIGSTEIN,GER,Warszawa (POL),24 MAR 2024,1139,Half,NA,NA,NA,NA
1332,1:09:32,Yumi YOSHIKAWA,JPN,Valencia (ESP),27 OCT 2024,1139,Half,52375112,0,25,Public
1333,1:09:35,Roza DEREJE,ETH,Larne (GBR),25 AUG 2024,1138,Half,NA,NA,NA,NA
1334,1:09:37,Cuomu CIREN,CHN,Meishan (CHN),25 FEB 2024,1138,Half,NA,NA,NA,NA
1335,1:09:41,Maggie MONTOYA,USA,"Houston, TX (USA)",14 JAN 2024,1136,Half,43237397,0,0,Public
1336,1:09:41,Hiwot GEBREKIDAN,ETH,Guadalajara (MEX),25 FEB 2024,1136,Half,NA,NA,NA,NA
1337,1:09:42,Susanna SULLIVAN,USA,"Eakins Oval, Philadelphia, PA (USA)",15 SEP 2024,1136,Half,120779806,0,0,Public
1338,1:09:42,Tiruye MESFIN,ETH,New Delhi (IND),20 OCT 2024,1136,Half,NA,NA,NA,NA
1339,1:09:45,Brenda JEPCHIRCHIR,KEN,Mainz (GER),05 MAY 2024,1135,Half,146708596,93,0,Public
1340,1:09:46,Domenika MAYER,GER,Warszawa (POL),24 MAR 2024,1134,Half,NA,NA,NA,NA
1341,1:09:46,Nazret WELDU,ERI,Yangzhou (CHN),31 MAR 2024,1134,Half,NA,NA,NA,NA
1342,1:09:48,Juliette THOMAS,BEL,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1134,Half,38758598,2772,217,Public
1343,1:09:48,Sultan HAYDAR,TUR,Praha (CZE),06 APR 2024,1134,Half,46063338,255,103,Public
1344,1:09:49,Margaux SIERACKI,FRA,Lille (FRA),17 MAR 2024,1133,Half,47778991,0,0,Private
1345,1:09:50,Min LIU,CHN,Meishan (CHN),25 FEB 2024,1133,Half,29372219,906,99,Public
1346,1:09:51,Esther PFEIFFER,GER,Hamburg (GER),15 SEP 2024,1133,Half,19850427,4,997,Private
1347,1:09:53,Meseret DINKE,ETH,Istanbul (TUR),28 APR 2024,1132,Half,NA,NA,NA,NA
1348,1:09:53,Dibabe BEYENE,ETH,Riga (LAT),19 MAY 2024,1132,Half,NA,NA,NA,NA
1349,1:09:54,Judith KIYENG,KEN,Poznan (POL),14 APR 2024,1132,Half,NA,NA,NA,NA
1350,1:09:54,Anna VIKULOVA,RUS,Kazan (RUS),12 MAY 2024,1132,Half,135611776,14,0,Public
1351,1:09:55,Camilla RICHARDSSON,FIN,Barcelona (ESP),11 FEB 2024,1131,Half,78224605,1796,11,Private
1352,1:09:56,Lilian Jepkorir CHEBII,KEN,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1131,Half,NA,NA,NA,NA
1353,1:09:57,Waganesh MEKASHA,ETH,Yangzhou (CHN),31 MAR 2024,1131,Half,NA,NA,NA,NA
1354,1:09:57,Beatrice Nyaboke BEGI,KEN,Madrid (ESP),07 APR 2024,1131,Half,NA,NA,NA,NA
1355,1:09:58,Katharina STEINRUCK,GER,Den Haag (NED),10 MAR 2024,1130,Half,53369340,1571,271,Private
1356,1:09:58,Cynthia CHEMWENO,KEN,Porto (POR),15 SEP 2024,1130,Half,97845894,0,0,Public
1357,1:09:59,Fadouwa LEDHEM,FRA,Paris (FRA),03 MAR 2024,1130,Half,7788802,35,2,Private
1358,1:10:01,Jacqueline GAUGHAN,USA,"Houston, TX (USA)",14 JAN 2024,1129,Half,97783620,0,0,Public
1359,1:10:01,Sofía SEGURA,ESP,Barcelona (ESP),11 FEB 2024,1129,Half,100625166,3,45,Public
1360,1:10:01,Fabienne SCHLUMPF,SUI,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1129,Half,7018180,408,10,Public
1361,1:10:02,Aberu AYANA,ETH,Yangzhou (CHN),31 MAR 2024,1129,Half,NA,NA,NA,NA
1362,1:10:03,Ashete BEKERE,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1129,Half,59705946,2,0,Public
1363,1:10:03,Nancy JEPLETING,KEN,Napoli (ITA),25 FEB 2024,1129,Half,NA,NA,NA,NA
1364,1:10:04,Mekdes WOLDU,FRA,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1128,Half,30197343,1269,79,Public
1365,1:10:05,Changqin DING,CHN,Meishan (CHN),25 FEB 2024,1128,Half,NA,NA,NA,NA
1366,1:10:06,Natasha WILSON,GBR,Santa Pola (ESP),21 JAN 2024,1128,Half,53808605,194,1,Private
1367,1:10:06,Sora SHINOZAKURA,JPN,Marugame (JPN),04 FEB 2024,1128,Half,NA,NA,NA,NA
1368,1:10:06,Maureen KOSTER,NED,Breda (NED),06 OCT 2024,1128,Half,10802845,439,223,Private
1369,1:10:07,Selam FENTE,ETH,"Houston, TX (USA)",14 JAN 2024,1127,Half,NA,NA,NA,NA
1370,1:10:08,Nelly JEPCHUMBA,KEN,Rio de Janeiro (BRA),01 JUN 2024,1127,Half,88998713,0,0,Public
1371,1:10:10,Lauren MCNEIL,GBR,Berlin (GER),07 APR 2024,1126,Half,47416469,195,0,Private
1372,1:10:10,Nelly JEPTOO,KEN,Rio de Janeiro (BRA),01 JUN 2024,1126,Half,NA,NA,NA,NA
1373,1:10:12,Georgie GRGEC,NZL,Valencia (ESP),27 OCT 2024,1126,Half,18114045,1776,608,Private
1374,1:10:13,Rebecca LONEDO,ITA,Sevilla (ESP),28 JAN 2024,1125,Half,132547942,0,0,Public
1375,1:10:13,Wakana KABASAWA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1125,Half,NA,NA,NA,NA
1376,1:10:15,Hanne VERBRUGGEN,BEL,Mainz (GER),05 MAY 2024,1124,Half,52372470,334,23,Private
1377,1:10:16,Xia LUO,CHN,Meishan (CHN),25 FEB 2024,1124,Half,10480855,514,696,Public
1378,1:10:18,Natasha PHILLIPS,GBR,Valencia (ESP),27 OCT 2024,1123,Half,63233879,859,666,Private
1379,1:10:20,Gutene SHANKO,ETH,Padova (ITA),21 APR 2024,1123,Half,NA,NA,NA,NA
1380,1:10:21,Meritxell SOLER,ESP,Santa Pola (ESP),21 JAN 2024,1122,Half,46285568,3069,31,Public
1381,1:10:21,Vibian CHEPKURUI,KEN,Guadalajara (MEX),25 FEB 2024,1122,Half,NA,NA,NA,NA
1382,1:10:22,Bertukan WELDE,ETH,Riyadh (KSA),10 FEB 2024,1122,Half,NA,NA,NA,NA
1383,1:10:22,Mizuki NISHIMURA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1122,Half,NA,NA,NA,NA
1384,1:10:23,Lisa WEIGHTMAN,AUS,Sunshine Coast (AUS),11 AUG 2024,1122,Half,63166067,0,33,Public
1385,1:10:26,Yuri KARASAWA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1121,Half,NA,NA,NA,NA
1386,1:10:26,Alemtsehay MEKURIA,ETH,Padova (ITA),21 APR 2024,1121,Half,NA,NA,NA,NA
1387,1:10:28,Lonah Chemtai SALPETER,ISR,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1120,Half,NA,NA,NA,NA
1388,1:10:30,Lucy REID,GBR,Sevilla (ESP),28 JAN 2024,1119,Half,10609301,233,160,Public
1389,1:10:33,Rinka HIDA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1118,Half,NA,NA,NA,NA
1390,1:10:33,Agnes KEINO,KEN,Riga (LAT),19 MAY 2024,1118,Half,NA,NA,NA,NA
1391,1:10:33,Faith CHEPCHIRCHIR,KEN,Lisboa (POR),06 OCT 2024,1118,Half,124120441,0,0,Public
1392,1:10:34,Emily Chebet KIPCHUMBA,KEN,Riyadh (KSA),10 FEB 2024,1118,Half,NA,NA,NA,NA
1393,1:10:34,Yukari NAGATOMO,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1118,Half,NA,NA,NA,NA
1394,1:10:34,Sheila CHEROTICH,KEN,Bilbao (ESP),19 OCT 2024,1118,Half,138566444,2,0,Public
1395,1:10:35,Jessie CARDIN,USA,"Eakins Oval, Philadelphia, PA (USA)",15 SEP 2024,1118,Half,NA,NA,NA,NA
1396,1:10:35,Jacelyn GRUPPEN,NED,Valencia (ESP),27 OCT 2024,1118,Half,48766632,2279,3,Private
1397,1:10:37,Moe SHIMIZU,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1117,Half,51134408,0,3,Public
1398,1:10:37,Faith CHEPKOECH,KEN,Lisboa (POR),06 OCT 2024,1117,Half,141743296,2,2,Private
1399,1:10:37,Daisy KIMELI,KEN,Cardiff (GBR),06 OCT 2024,1117,Half,NA,NA,NA,NA
1400,1:10:39,Monika JACKIEWICZ,POL,Sevilla (ESP),28 JAN 2024,1116,Half,122006054,0,0,Public
1401,1:10:39,Anne LUIJTEN,NED,Den Haag (NED),10 MAR 2024,1116,Half,29901048,2313,209,Public
1402,1:10:39,Roxane CLEPPE,BEL,Breda (NED),06 OCT 2024,1116,Half,43853389,2101,95,Public
1403,1:10:40,Derartu HAILU,ETH,Yangzhou (CHN),31 MAR 2024,1116,Half,NA,NA,NA,NA
1404,1:10:43,Ayehu BITEW,ETH,Poznan (POL),14 APR 2024,1115,Half,NA,NA,NA,NA
1405,1:10:45,Edith Jepchumba CHEMJOR,KEN,Lisboa (POR),17 MAR 2024,1114,Half,NA,NA,NA,NA
1406,1:10:46,Carolina WIKSTRÖM,SWE,Santa Pola (ESP),21 JAN 2024,1114,Half,30884585,3367,1,Private
1407,1:10:46,Yuna TAKAHASHI,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1114,Half,123732064,0,0,Public
1408,1:10:46,Alem NIGUSSIE,ETH,Lisboa (POR),06 OCT 2024,1114,Half,25270283,35,32,Public
1409,1:10:47,Fionnuala MCCORMACK,IRL,Cardiff (GBR),06 OCT 2024,1114,Half,NA,NA,NA,NA
1410,1:10:47,Susana SANTOS,POR,Valencia (ESP),27 OCT 2024,1114,Half,12188709,2,146,Public
1411,1:10:48,Fatima Azzahraa OUHADDOU NAFIE,ESP,Valencia (ESP),27 OCT 2024,1113,Half,NA,NA,NA,NA
1412,1:10:49,Cynthia KOSGEI,KEN,Bucureşti (ROU),12 MAY 2024,1113,Half,NA,NA,NA,NA
1413,1:10:49,Hannah IRWIN,GBR,Valencia (ESP),27 OCT 2024,1113,Half,21878732,357,31,Private
1414,1:10:50,Joyline CHEMUTAI,KEN,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1113,Half,NA,NA,NA,NA
1415,1:10:53,Bekelech GUDETA,ETH,Guadalajara (MEX),25 FEB 2024,1112,Half,NA,NA,NA,NA
1416,1:10:54,Misa MOHAMMED,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1111,Half,63550968,0,24,Public
1417,1:10:54,Sara HALL,USA,Gold Coast (AUS),06 JUL 2024,1111,Half,24442277,11,1045,Public
1418,1:10:55,Breanna SIERACKI,USA,"Houston, TX (USA)",14 JAN 2024,1111,Half,34130726,2576,110,Public
1419,1:10:55,Giovanna EPIS,ITA,Verona (ITA),11 FEB 2024,1111,Half,58587312,414,0,Public
1420,1:10:55,Glorius JEPKIRUI,KEN,Zagreb (CRO),13 OCT 2024,1111,Half,NA,NA,NA,NA
1421,1:10:56,Mao KIYOTA,JPN,Osaka (JPN),28 JAN 2024,1111,Half,NA,NA,NA,NA
1422,1:10:56,Manon TRAPP,FRA,Paris (FRA),03 MAR 2024,1111,Half,24368145,0,0,Public
1423,1:10:57,Shona HEASLIP,IRL,Charleville (IRL),15 SEP 2024,1110,Half,NA,NA,NA,NA
1424,1:10:59,Toshika TAMURA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1110,Half,114501986,10,2,Private
1425,1:11:00,Sylvia Mboga MEDUGU,KEN,Copenhagen (DEN),15 SEP 2024,1109,Half,NA,NA,NA,NA
1426,1:11:01,Miriam DATTKE,GER,Berlin (GER),07 APR 2024,1109,Half,NA,NA,NA,NA
1427,1:11:02,Mio KURODA,JPN,Osaka (JPN),28 JAN 2024,1108,Half,NA,NA,NA,NA
1428,1:11:02,Birkutan ABERA,ETH,Istanbul (TUR),28 APR 2024,1108,Half,NA,NA,NA,NA
1429,1:11:03,Hanna LINDHOLM,SWE,Sevilla (ESP),28 JAN 2024,1108,Half,114930525,833,2,Public
1430,1:11:06,Kawtar KAHHAZ,MAR,Marrakech (MAR),28 JAN 2024,1107,Half,NA,NA,NA,NA
1431,1:11:06,Momoko HANANO,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1107,Half,NA,NA,NA,NA
1432,1:11:06,Kaho HORIO,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1107,Half,NA,NA,NA,NA
1433,1:11:07,Yuri MITSUNE,JPN,Osaka (JPN),28 JAN 2024,1107,Half,NA,NA,NA,NA
1434,1:11:07,Sara Schou KRISTENSEN,DEN,Barcelona (ESP),11 FEB 2024,1107,Half,NA,NA,NA,NA
1435,1:11:07,Annet Chemengich CHELANGAT,UGA,Madrid (ESP),07 APR 2024,1107,Half,NA,NA,NA,NA
1436,1:11:08,Ayari HARADA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1106,Half,NA,NA,NA,NA
1437,1:11:08,Esther NAVARRETE,ESP,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1106,Half,NA,NA,NA,NA
1438,1:11:08,Nóra SZABÓ,HUN,Valencia (ESP),27 OCT 2024,1106,Half,39266342,174,145,Private
1439,1:11:09,Julia MAYER,AUT,Barcelona (ESP),11 FEB 2024,1106,Half,17379874,1077,303,Public
1440,1:11:09,Chunxia LI,CHN,Meishan (CHN),25 FEB 2024,1106,Half,89011634,5,0,Public
1441,1:11:10,Enatnesh WALELIGN,ETH,Suzhou (CHN),10 MAR 2024,1106,Half,NA,NA,NA,NA
1442,1:11:11,Yuri TASAKI,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1105,Half,NA,NA,NA,NA
1443,1:11:12,Stephanie BRUCE,USA,"Pittsburgh, PA (USA)",05 MAY 2024,1105,Half,49992561,7,0,Public
1444,1:11:12,Rita JELAGAT,KEN,Hamburg (GER),30 JUN 2024,1105,Half,NA,NA,NA,NA
1445,1:11:13,Maryna NEMCHENKO,UKR,Warszawa (POL),24 MAR 2024,1105,Half,NA,NA,NA,NA
1446,1:11:14,Teresiah OMOSA,KEN,Nancy (FRA),17 MAR 2024,1104,Half,NA,NA,NA,NA
1447,1:11:14,Matea PARLOV KOŠTRO,CRO,Milano (ITA),24 MAR 2024,1104,Half,141183337,0,0,Public
1448,1:11:15,Tiantian LIANG,CHN,Chengdu (CHN),27 OCT 2024,1104,Half,NA,NA,NA,NA
1449,1:11:16,Sara NESTOLA,ITA,Sevilla (ESP),28 JAN 2024,1104,Half,97051133,6,0,Public
1450,1:11:16,Shiho TACHIZAKO,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1104,Half,NA,NA,NA,NA
1451,1:11:16,Viktoriia KALIUZHNA,UKR,Warszawa (POL),24 MAR 2024,1104,Half,120080849,1063,11,Private
1452,1:11:17,Lelise WAKWEYA,ETH,Mainz (GER),05 MAY 2024,1103,Half,NA,NA,NA,NA
1453,1:11:19,Citlali CRISTIAN MOSCOTE,MEX,Madrid (ESP),07 APR 2024,1103,Half,NA,NA,NA,NA
1454,1:11:21,Tristin VAN ORD,USA,"Houston, TX (USA)",14 JAN 2024,1102,Half,23693449,3754,34,Private
1455,1:11:21,Natasha WODAK,CAN,Gold Coast (AUS),06 JUL 2024,1102,Half,7814602,3899,34,Public
1456,1:11:22,Elisa PALMERO,ITA,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1102,Half,NA,NA,NA,NA
1457,1:11:23,Akino ASAHINA,JPN,Osaka (JPN),28 JAN 2024,1101,Half,NA,NA,NA,NA
1458,1:11:25,Mahlet MULUGETA,ETH,"Houston, TX (USA)",14 JAN 2024,1101,Half,128017669,563,0,Public
1459,1:11:25,Jessica GOCKLEY-DAY,USA,"Houston, TX (USA)",14 JAN 2024,1101,Half,65853028,1686,7,Public
1460,1:11:25,Anna MATSUDA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1101,Half,88255813,17,1,Public
1461,1:11:25,MELKAM TESFAHUN,ETH,Istanbul (TUR),28 APR 2024,1101,Half,NA,NA,NA,NA
1462,1:11:25,Amina BETTICHE,ALG,Istanbul (TUR),28 APR 2024,1101,Half,NA,NA,NA,NA
1463,1:11:25,Addisalem BELAY,ETH,Buenos Aires (ARG),25 AUG 2024,1101,Half,37346879,0,0,Public
1464,1:11:26,Emily HAGGARD-KEARNEY,IRL,Valencia (ESP),27 OCT 2024,1100,Half,15031568,4472,11,Private
1465,1:11:27,Therese JOHAUG,NOR,Grue (NOR),01 MAY 2024,1100,Half,30964214,3,0,Private
1466,1:11:28,Viola CHEPNGENO,KEN,Ras Al Khaimah (UAE),24 FEB 2024,1100,Half,113122040,642,6,Public
1467,2:09:56,Ruth CHEPNGETICH,KEN,"Chicago, IL (USA)",13 OCT 2024,1339,Full,NA,NA,NA,NA
1468,2:15:55,Sutume Asefa KEBEDE,ETH,Tokyo (JPN),03 MAR 2024,1276,Full,NA,NA,NA,NA
1469,2:16:07,Tigist KETEMA,ETH,Dubai (UAE),07 JAN 2024,1274,Full,NA,NA,NA,NA
1470,2:16:14,Rosemary WANJIRU,KEN,Tokyo (JPN),03 MAR 2024,1272,Full,NA,NA,NA,NA
1471,2:16:16,Peres JEPCHIRCHIR,KEN,London (GBR),21 APR 2024,1272,Full,NA,NA,NA,NA
1472,2:16:23,Tigst ASSEFA,ETH,London (GBR),21 APR 2024,1271,Full,NA,NA,NA,NA
1473,2:16:24,Joyciline JEPKOSGEI,KEN,London (GBR),21 APR 2024,1271,Full,NA,NA,NA,NA
1474,2:16:34,Megertu ALEMU,ETH,London (GBR),21 APR 2024,1269,Full,NA,NA,NA,NA
1475,2:16:52,Yalemzerf YEHUALAW,ETH,Amsterdam (NED),20 OCT 2024,1266,Full,85340619,0,0,Public
1476,2:16:58,Amane Beriso SHANKULE,ETH,Tokyo (JPN),03 MAR 2024,1265,Full,NA,NA,NA,NA
1477,2:17:25,Hawi FEYSA,ETH,Frankfurt (GER),27 OCT 2024,1260,Full,NA,NA,NA,NA
1478,2:17:51,Irine Chepet CHEPTAI,KEN,"Chicago, IL (USA)",13 OCT 2024,1255,Full,NA,NA,NA,NA
1479,2:18:05,Sifan HASSAN,NED,Tokyo (JPN),03 MAR 2024,1253,Full,91883979,0,0,Private
1480,2:18:09,Ruti AGA,ETH,Dubai (UAE),07 JAN 2024,1252,Full,NA,NA,NA,NA
1481,2:18:25,Winfridah Moraa MOSETI,KEN,Hamburg (GER),28 APR 2024,1250,Full,NA,NA,NA,NA
1482,2:18:48,Mestawut FIKIR,ETH,Berlin (GER),29 SEP 2024,1246,Full,NA,NA,NA,NA
1483,2:18:51,Workenesh EDESA,ETH,Osaka (JPN),28 JAN 2024,1245,Full,NA,NA,NA,NA
1484,2:18:58,Magdalyne MASAI,KEN,Frankfurt (GER),27 OCT 2024,1244,Full,NA,NA,NA,NA
1485,2:18:59,Honami MAEDA,JPN,Osaka (JPN),28 JAN 2024,1244,Full,NA,NA,NA,NA
1486,2:19:00,Bosena MULATIE,ETH,Berlin (GER),29 SEP 2024,1244,Full,NA,NA,NA,NA
1487,2:19:02,Brigid KOSGEI,KEN,London (GBR),21 APR 2024,1243,Full,NA,NA,NA,NA
1488,2:19:17,Betsy SAINA,USA,Tokyo (JPN),03 MAR 2024,1241,Full,29225830,0,0,Public
1489,2:19:29,Dera DIDA,ETH,Dubai (UAE),07 JAN 2024,1239,Full,NA,NA,NA,NA
1490,2:19:29,Haven Hailu DESSE,ETH,Amsterdam (NED),20 OCT 2024,1239,Full,NA,NA,NA,NA
1491,2:19:30,Ashete BEKERE,ETH,Rotterdam (NED),14 APR 2024,1238,Full,59705946,2,0,Public
1492,2:19:31,Sheila CHEPKIRUI,KEN,London (GBR),21 APR 2024,1238,Full,70760138,140,0,Public
1493,2:19:33,Rahma TUSA,ETH,"Houston, TX (USA)",14 JAN 2024,1238,Full,NA,NA,NA,NA
1494,2:19:52,Degitu AZIMERAW,ETH,Barcelona (ESP),10 MAR 2024,1235,Full,59422534,0,0,Public
1495,2:19:55,Vicoty CHEPNGENO,KEN,"Houston, TX (USA)",14 JAN 2024,1234,Full,NA,NA,NA,NA
1496,2:20:17,Joyce Chepkemoi TELE,KEN,Ljubljana (SLO),20 OCT 2024,1230,Full,NA,NA,NA,NA
1497,2:20:20,Aberu AYANA,ETH,Berlin (GER),29 SEP 2024,1230,Full,NA,NA,NA,NA
1498,2:20:22,Buze DIRIBA,ETH,"Chicago, IL (USA)",13 OCT 2024,1230,Full,NA,NA,NA,NA
1499,2:20:30,Gladys CHESIR,KEN,Amsterdam (NED),20 OCT 2024,1228,Full,NA,NA,NA,NA
1500,2:20:31,Ai HOSODA,JPN,Berlin (GER),29 SEP 2024,1228,Full,NA,NA,NA,NA
1501,2:20:42,Mizuki MATSUDA,JPN,Berlin (GER),29 SEP 2024,1226,Full,89777590,0,0,Public
1502,2:20:44,Waganesh MEKASHA,ETH,Toronto (CAN),20 OCT 2024,1226,Full,NA,NA,NA,NA
1503,2:20:48,Enatnesh Alamrew TIRUSEW,ETH,Paris (FRA),07 APR 2024,1225,Full,NA,NA,NA,NA
1504,2:20:57,Viola Jelagat KIBIWOT,KEN,Rotterdam (NED),14 APR 2024,1224,Full,NA,NA,NA,NA
1505,2:20:59,Gadise MULU,ETH,Ljubljana (SLO),20 OCT 2024,1223,Full,NA,NA,NA,NA
1506,2:21:08,Rebbeca Sirwanei TANUI,KEN,Košice (SVK),06 OCT 2024,1222,Full,NA,NA,NA,NA
1507,2:21:09,Bedatu HIRPA,ETH,Amsterdam (NED),20 OCT 2024,1221,Full,NA,NA,NA,NA
1508,2:21:18,Yuka ANDO,JPN,Nagoya (JPN),10 MAR 2024,1220,Full,NA,NA,NA,NA
1509,2:21:19,Gotytom GEBRESLASE,ETH,Hamburg (GER),28 APR 2024,1220,Full,122178884,18,0,Public
1510,2:21:24,Calli HAUGER-THACKERY,GBR,Berlin (GER),29 SEP 2024,1219,Full,NA,NA,NA,NA
1511,2:21:24,Aminet AHMED,ETH,Amsterdam (NED),20 OCT 2024,1219,Full,NA,NA,NA,NA
1512,2:21:25,Eunice Chebichii CHUMBA,BRN,Nagoya (JPN),10 MAR 2024,1219,Full,NA,NA,NA,NA
1513,2:21:26,Roza DEREJE,ETH,Toronto (CAN),20 OCT 2024,1219,Full,NA,NA,NA,NA
1514,2:21:27,Jackline SAKILU,TAN,Chongqing (CHN),24 MAR 2024,1218,Full,NA,NA,NA,NA
1515,2:21:32,Fikrte WERETA,ETH,Seoul (KOR),17 MAR 2024,1218,Full,NA,NA,NA,NA
1516,2:21:32,Angela TANUI,KEN,Daegu (KOR),07 APR 2024,1218,Full,NA,NA,NA,NA
1517,2:21:33,Ayuko SUZUKI,JPN,Nagoya (JPN),10 MAR 2024,1217,Full,85000131,0,0,Public
1518,2:21:35,Shuko GENEMO,ETH,Barcelona (ESP),10 MAR 2024,1217,Full,NA,NA,NA,NA
1519,2:21:39,Yebrgual MELESE,ETH,Berlin (GER),29 SEP 2024,1216,Full,NA,NA,NA,NA
1520,2:21:40,Jackline CHERONO,KEN,Hamburg (GER),28 APR 2024,1216,Full,NA,NA,NA,NA
1521,2:21:46,Vivian Jepkemei CHERUIYOT,KEN,Paris (FRA),07 APR 2024,1215,Full,NA,NA,NA,NA
1522,2:21:47,Melat Yisak KEJETA,GER,Dubai (UAE),07 JAN 2024,1215,Full,NA,NA,NA,NA
1523,2:21:50,Hitomi NIIYA,JPN,Tokyo (JPN),03 MAR 2024,1215,Full,NA,NA,NA,NA
1524,2:21:50,Afera GODFAY,ETH,Toronto (CAN),20 OCT 2024,1215,Full,NA,NA,NA,NA
1525,2:21:53,Amid Fozya JEMAL,ETH,Dubai (UAE),07 JAN 2024,1214,Full,NA,NA,NA,NA
1526,2:21:55,Shitaye ESHETE,BRN,Dubai (UAE),07 JAN 2024,1214,Full,NA,NA,NA,NA
1527,2:21:56,Susanna SULLIVAN,USA,"Chicago, IL (USA)",13 OCT 2024,1213,Full,120779806,0,0,Public
1528,2:22:00,Meseret ABEBAYAHAU,ETH,Dongying (CHN),20 OCT 2024,1213,Full,NA,NA,NA,NA
1529,2:22:10,Fiona O'KEEFFE,USA,"Orlando, FL (USA)",03 FEB 2024,1211,Full,14924922,239,28,Private
1530,2:22:11,Rika KASEDA,JPN,Nagoya (JPN),10 MAR 2024,1211,Full,NA,NA,NA,NA
1531,2:22:11,Evaline CHIRCHIR,KEN,Daegu (KOR),07 APR 2024,1211,Full,NA,NA,NA,NA
