,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Athlete ID,Number of Runs,Number of Bike Rides,Profile Visibility
1896,2:06:10,Edwin KIPTOO,KEN,Seoul (KOR),17 MAR 2024,1225,Full,93911299,108,0,Public
1897,2:06:11,Tafese DELELEGN,ETH,Sevilla (ESP),18 FEB 2024,1224,Full,NA,NA,NA,NA
1898,2:06:18,Kiyoto HIRABAYASHI,JPN,Osaka (JPN),25 FEB 2024,1222,Full,NA,NA,NA,NA
1899,2:06:18,Tadu ABATE,ETH,Wuxi (CHN),24 MAR 2024,1222,Full,NA,NA,NA,NA
1900,2:06:20,Mike Kiptum BOIT,KEN,Seoul (KOR),17 MAR 2024,1222,Full,NA,NA,NA,NA
1901,2:06:22,Stephen KISSA,UGA,Osaka (JPN),25 FEB 2024,1221,Full,NA,NA,NA,NA
1902,2:06:22,Balew YIHUNLE,ETH,Seoul (KOR),17 MAR 2024,1221,Full,NA,NA,NA,NA
1903,2:06:22,Gebru REDAHGNE,ETH,Dongying (CHN),20 OCT 2024,1221,Full,NA,NA,NA,NA
1904,2:06:23,Abdi FUFA,ETH,Dubai (UAE),07 JAN 2024,1221,Full,NA,NA,NA,NA
1905,2:06:24,Asbel RUTTO,KEN,Roma (ITA),17 MAR 2024,1221,Full,NA,NA,NA,NA
1906,2:06:26,Bethwel KIBET,KEN,Tokyo (JPN),03 MAR 2024,1220,Full,146854303,105,0,Public
1907,2:06:26,Tamirat TOLA,ETH,"Stade de France, Paris (FRA)",10 AUG 2024,1220,Full,NA,NA,NA,NA
1908,2:06:27,Samuel FITWI SIBHATU,GER,Dubai (UAE),07 JAN 2024,1220,Full,NA,NA,NA,NA
1909,2:06:27,Haimro ALAME,ISR,Tokyo (JPN),03 MAR 2024,1220,Full,87864190,95,0,Private
1910,2:06:28,Enock KINYAMAL,KEN,Eindhoven (NED),13 OCT 2024,1220,Full,119252872,0,0,Public
1911,2:06:29,Simon KARIUKI,KEN,Tokyo (JPN),03 MAR 2024,1219,Full,63749984,25,80,Public
1912,2:06:29,Lameck TOO,KEN,Rotterdam (NED),14 APR 2024,1219,Full,NA,NA,NA,NA
1913,2:06:29,Getaneh MOLLA,ETH,Ljubljana (SLO),20 OCT 2024,1219,Full,NA,NA,NA,NA
1914,2:06:30,Melaku BELACHEW,ETH,Berlin (GER),29 SEP 2024,1219,Full,NA,NA,NA,NA
1915,2:06:31,Yusuke NISHIYAMA,JPN,Tokyo (JPN),03 MAR 2024,1219,Full,44331112,87,159,Public
1916,2:06:33,Naoki KOYAMA,JPN,Osaka (JPN),25 FEB 2024,1218,Full,129403345,48,5,Public
1917,2:06:35,Chala REGASA,ETH,Wien (AUT),21 APR 2024,1218,Full,102287878,2,1,Public
1918,2:06:37,Yuya YOSHIDA,JPN,Osaka (JPN),25 FEB 2024,1217,Full,60740344,2,12,Public
1919,2:06:39,Zouhair TALBI,MAR,"Houston, TX (USA)",14 JAN 2024,1216,Full,73380869,1233,4,Public
1920,2:06:39,Luke KIPROP,KEN,Berlin (GER),29 SEP 2024,1216,Full,NA,NA,NA,NA
1921,2:06:40,Tsedat Abeje AYANA,ETH,Hamburg (GER),28 APR 2024,1216,Full,NA,NA,NA,NA
1922,2:06:44,Collins Kipkirui KIPKORIR,KEN,Barcelona (ESP),10 MAR 2024,1215,Full,NA,NA,NA,NA
1923,2:06:45,Justus KANGOGO,KEN,Amsterdam (NED),20 OCT 2024,1215,Full,NA,NA,NA,NA
1924,2:06:46,Emile CAIRESS,GBR,London (GBR),21 APR 2024,1214,Full,12086489,0,0,Private
1925,2:06:46,Kibiwott KANDIE,KEN,Berlin (GER),29 SEP 2024,1214,Full,73479012,0,0,Public
1926,2:06:47,Bashir ABDI,BEL,"Stade de France, Paris (FRA)",10 AUG 2024,1214,Full,55237453,8,0,Public
1927,2:06:49,Ghirmay GHEBRESLASSIE,ERI,Sevilla (ESP),18 FEB 2024,1214,Full,14694406,0,0,Public
1928,2:06:50,Eliud KIPCHOGE,KEN,Tokyo (JPN),03 MAR 2024,1213,Full,56345305,6,0,Public
1929,2:06:50,Abay ALEMU,ETH,Wuxi (CHN),24 MAR 2024,1213,Full,NA,NA,NA,NA
1930,2:06:51,Bazezew ASMARE,ETH,Berlin (GER),29 SEP 2024,1213,Full,NA,NA,NA,NA
1931,2:06:52,Felix KIRWA,KEN,Xiamen (CHN),07 JAN 2024,1213,Full,NA,NA,NA,NA
1932,2:06:54,Daisuke DOI,JPN,Osaka (JPN),25 FEB 2024,1212,Full,97042106,0,0,Public
1933,2:06:54,Kenya SONOTA,JPN,Tokyo (JPN),03 MAR 2024,1212,Full,NA,NA,NA,NA
1934,2:06:54,Elisha ROTICH,KEN,Paris (FRA),07 APR 2024,1212,Full,59934650,0,0,Public
1935,2:06:55,Antenayeh DAGNACHEW,ETH,Dubai (UAE),07 JAN 2024,1212,Full,NA,NA,NA,NA
1936,2:06:55,Kyohei HOSOYA,JPN,Tokyo (JPN),03 MAR 2024,1212,Full,NA,NA,NA,NA
1937,2:06:56,Solomon Kirwa YEGO,KEN,Seoul (KOR),17 MAR 2024,1212,Full,NA,NA,NA,NA
1938,2:06:57,Nicholas KIRWA,KEN,Wuxi (CHN),24 MAR 2024,1211,Full,44662669,0,158,Private
1939,2:06:57,Jie HE,CHN,Wuxi (CHN),24 MAR 2024,1211,Full,73658430,106,5,Public
1940,2:07:03,Edmond KIPNGETICH,KEN,Ljubljana (SLO),20 OCT 2024,1210,Full,NA,NA,NA,NA
1941,2:07:05,Mahamed MAHAMED,GBR,London (GBR),21 APR 2024,1209,Full,24764882,267,7,Private
1942,2:07:05,Stanley Kurgat RONO,KEN,Berlin (GER),29 SEP 2024,1209,Full,NA,NA,NA,NA
1943,2:07:06,Boaz KIPKEMEI,KEN,Hannover (GER),14 APR 2024,1209,Full,94678935,0,0,Public
1944,2:07:06,Brimin KIPKORIR,KEN,Hamburg (GER),28 APR 2024,1209,Full,NA,NA,NA,NA
1945,2:07:08,Bethwell KIPKEMBOI,KEN,Paris (FRA),07 APR 2024,1208,Full,135517181,0,0,Public
1946,2:07:09,Eyob GHEBREHIWET FANIEL,ITA,Sevilla (ESP),18 FEB 2024,1208,Full,NA,NA,NA,NA
1947,2:07:12,Titus Kimutai KIPKOSGEI,KEN,Milano (ITA),07 APR 2024,1207,Full,NA,NA,NA,NA
1948,2:07:13,Kennedy KIMUTAI,KEN,Amsterdam (NED),20 OCT 2024,1207,Full,63508292,0,0,Public
1949,2:07:14,Hendrik PFEIFFER,GER,"Houston, TX (USA)",14 JAN 2024,1207,Full,18085134,105,0,Public
1950,2:07:18,Othmane EL GOUMRI,MAR,Xiamen (CHN),07 JAN 2024,1205,Full,70979949,1014,0,Public
1951,2:07:23,Dominic NGENO,KEN,Toronto (CAN),20 OCT 2024,1204,Full,NA,NA,NA,NA
1952,2:07:25,Kibrom WELDEMICAEL,ERI,Castellón (ESP),25 FEB 2024,1203,Full,NA,NA,NA,NA
1953,2:07:25,Shungo YOKOTA,JPN,Tokyo (JPN),03 MAR 2024,1203,Full,NA,NA,NA,NA
1954,2:07:26,Shaohui YANG,CHN,Wuxi (CHN),24 MAR 2024,1203,Full,NA,NA,NA,NA
1955,2:07:30,Hassan CHAHDI,FRA,London (GBR),21 APR 2024,1202,Full,103319230,605,22,Public
1956,2:07:31,Noah KIPKEMBOI,KEN,Toronto (CAN),20 OCT 2024,1202,Full,85582831,0,0,Public
1957,2:07:31,Berhane TESFAY,ERI,Ljubljana (SLO),20 OCT 2024,1202,Full,54994225,0,19,Public
1958,2:07:32,Akira AKASAKI,JPN,"Stade de France, Paris (FRA)",10 AUG 2024,1201,Full,NA,NA,NA,NA
1959,2:07:33,Sebastian HENDEL,GER,Berlin (GER),29 SEP 2024,1201,Full,42139655,2512,174,Public
1960,2:07:34,Shin KIMURA,JPN,Tokyo (JPN),03 MAR 2024,1201,Full,2010392,4,1321,Private
1961,2:07:35,Challa GOSSA,ETH,Frankfurt (GER),27 OCT 2024,1201,Full,NA,NA,NA,NA
1962,2:07:36,Suldan HASSAN,SWE,Sevilla (ESP),18 FEB 2024,1200,Full,35998624,49,0,Public
1963,2:07:36,Raymond Kipchumba CHOGE,KEN,Milano (ITA),07 APR 2024,1200,Full,NA,NA,NA,NA
1964,2:07:37,Cosmas Matolo MUTETI,KEN,Paris (FRA),07 APR 2024,1200,Full,NA,NA,NA,NA
1965,2:07:38,Philimon Kiptoo KIPCHUMBA,KEN,Berlin (GER),29 SEP 2024,1200,Full,NA,NA,NA,NA
1966,2:07:38,Yusuke TAMURA,JPN,Berlin (GER),29 SEP 2024,1200,Full,1391235,2,178,Public
1967,2:07:39,Chalu DESO,ETH,Paris (FRA),07 APR 2024,1200,Full,NA,NA,NA,NA
1968,2:07:39,Felix KIPKOECH,KEN,Amsterdam (NED),20 OCT 2024,1200,Full,NA,NA,NA,NA
1969,2:07:44,Victor KIPLANGAT,UGA,Tokyo (JPN),03 MAR 2024,1198,Full,121105806,0,0,Public
1970,2:07:44,Matthias KYBURZ,SUI,Paris (FRA),07 APR 2024,1198,Full,18143228,1446,119,Public
1971,2:07:45,Patrick TIERNAN,AUS,"Houston, TX (USA)",14 JAN 2024,1198,Full,121256603,0,65,Public
1972,2:07:45,Godadaw BELACHEW,ISR,Rotterdam (NED),14 APR 2024,1198,Full,126089215,0,0,Public
1973,2:07:45,Hicham AMGHAR,MAR,Dongying (CHN),20 OCT 2024,1198,Full,NA,NA,NA,NA
1974,2:07:48,Ibrahim CHAKIR,ESP,Sevilla (ESP),18 FEB 2024,1197,Full,NA,NA,NA,NA
1975,2:07:49,Daniele MEUCCI,ITA,Sevilla (ESP),18 FEB 2024,1197,Full,39689480,1073,26,Private
1976,2:07:50,Lemi BERHANU,ETH,Mumbai (IND),21 JAN 2024,1196,Full,NA,NA,NA,NA
1977,2:07:50,Denis CHIRCHIR,KEN,Košice (SVK),06 OCT 2024,1196,Full,60493134,1343,17,Private
1978,2:07:50,Erick Kiplagat SANG,KEN,Amsterdam (NED),20 OCT 2024,1196,Full,NA,NA,NA,NA
1979,2:07:51,Jacob Sommer SIMONSEN,DEN,Berlin (GER),29 SEP 2024,1196,Full,NA,NA,NA,NA
1980,2:07:52,Tatsuya MARUYAMA,JPN,Osaka (JPN),25 FEB 2024,1196,Full,15834066,0,0,Public
1981,2:07:52,Ashenafi MOGES,ETH,Seoul (KOR),17 MAR 2024,1196,Full,NA,NA,NA,NA
1982,2:07:52,Andrew Rotich KWEMOI,UGA,Milano (ITA),07 APR 2024,1196,Full,NA,NA,NA,NA
1983,2:07:53,Sammy KITWARA,KEN,Marrakech (MAR),28 JAN 2024,1196,Full,NA,NA,NA,NA
1984,2:07:53,Josphat BOIT,KEN,Chongqing (CHN),24 MAR 2024,1196,Full,60682787,2,0,Public
1985,2:07:55,Alphonce Felix SIMBU,TAN,Daegu (KOR),07 APR 2024,1195,Full,47309660,2,0,Public
1986,2:07:56,Brian KIPSANG,KEN,Roma (ITA),17 MAR 2024,1195,Full,NA,NA,NA,NA
1987,2:07:56,Simon KIPKOSGEI,KEN,Berlin (GER),29 SEP 2024,1195,Full,113125064,270,0,Public
1988,2:07:57,Samuel RUSSOM,ERI,Sevilla (ESP),18 FEB 2024,1194,Full,145287554,0,0,Public
1989,2:07:58,Derese WORKNEH,ETH,Oita (JPN),04 FEB 2024,1194,Full,NA,NA,NA,NA
1990,2:07:58,Tebello RAMAKONGOANA,LES,"Stade de France, Paris (FRA)",10 AUG 2024,1194,Full,134237562,325,0,Public
1991,2:07:58,Mesfin NEGUS,ETH,Košice (SVK),06 OCT 2024,1194,Full,NA,NA,NA,NA
1992,2:07:59,Bedan KAROKI,KEN,Tokyo (JPN),03 MAR 2024,1194,Full,NA,NA,NA,NA
1993,2:08:00,Kemal HUSEN,ETH,Osaka (JPN),25 FEB 2024,1194,Full,NA,NA,NA,NA
1994,2:08:00,Laban Kipngetich KORIR,KEN,Seoul (KOR),17 MAR 2024,1194,Full,NA,NA,NA,NA
1995,2:08:00,Kipkemoi KIPRONO,KEN,Ljubljana (SLO),20 OCT 2024,1194,Full,NA,NA,NA,NA
1996,2:08:00,Abdi Ali GELELCHU,BRN,Dongying (CHN),20 OCT 2024,1194,Full,NA,NA,NA,NA
1997,2:08:01,Rory LINKLETTER,CAN,Sevilla (ESP),18 FEB 2024,1193,Full,9351341,4269,48,Public
1998,2:08:01,Petro MAMU,ERI,Sevilla (ESP),18 FEB 2024,1193,Full,84287414,124,0,Public
1999,2:08:01,Timothy KIPKORIR,KEN,Seoul (KOR),17 MAR 2024,1193,Full,NA,NA,NA,NA
2000,2:08:02,Hailu ZEWDU,ETH,Toronto (CAN),20 OCT 2024,1193,Full,NA,NA,NA,NA
2001,2:08:02,Tesfaye Lencho ANBESA,ETH,Frankfurt (GER),27 OCT 2024,1193,Full,NA,NA,NA,NA
2002,2:08:03,Mohamed EL TALHAOUI,MAR,Sevilla (ESP),18 FEB 2024,1193,Full,NA,NA,NA,NA
2003,2:08:03,Mizuki HIGASHI,JPN,Osaka (JPN),25 FEB 2024,1193,Full,NA,NA,NA,NA
2004,2:08:03,Ben Chelimo SOMIKWO,UGA,Daegu (KOR),07 APR 2024,1193,Full,NA,NA,NA,NA
2005,2:08:04,Philip SESEMANN,GBR,Sevilla (ESP),18 FEB 2024,1192,Full,NA,NA,NA,NA
2006,2:08:04,Carlos DÍAZ,CHI,Sevilla (ESP),18 FEB 2024,1192,Full,47660666,0,434,Public
2007,2:08:04,Xiangdong WU,CHN,Osaka (JPN),25 FEB 2024,1192,Full,NA,NA,NA,NA
2008,2:08:05,Iliass AOUANI,ITA,Barcelona (ESP),10 MAR 2024,1192,Full,NA,NA,NA,NA
2009,2:08:05,Merhawi KESETE,ERI,Košice (SVK),06 OCT 2024,1192,Full,27814467,0,0,Public
2010,2:08:06,Shohei OTSUKA,JPN,Osaka (JPN),25 FEB 2024,1192,Full,NA,NA,NA,NA
2011,2:08:09,Sila KIPTOO,KEN,Roma (ITA),17 MAR 2024,1191,Full,124572412,0,0,Public
2012,2:08:10,Solomon SUTER,KEN,Wuxi (CHN),24 MAR 2024,1191,Full,NA,NA,NA,NA
2013,2:08:11,Tsubasa ICHIYAMA,JPN,Osaka (JPN),25 FEB 2024,1191,Full,NA,NA,NA,NA
2014,2:08:11,Raphael KOLIAN,KEN,Eindhoven (NED),13 OCT 2024,1191,Full,NA,NA,NA,NA
2015,2:08:12,Guojian DONG,CHN,Osaka (JPN),25 FEB 2024,1190,Full,NA,NA,NA,NA
2016,2:08:12,Conner MANTZ,USA,"Stade de France, Paris (FRA)",10 AUG 2024,1190,Full,33993248,2752,41,Public
2017,2:08:15,Douglas CHEBII,KEN,Dubai (UAE),07 JAN 2024,1189,Full,NA,NA,NA,NA
2018,2:08:15,Goitom KIFLE,ERI,Linz (AUT),07 APR 2024,1189,Full,NA,NA,NA,NA
2019,2:08:15,Abdisa TOLA,ETH,Cape Town (RSA),20 OCT 2024,1189,Full,NA,NA,NA,NA
2020,2:08:17,Yitayal Atnafu ZERIHUN,ETH,Sevilla (ESP),18 FEB 2024,1189,Full,NA,NA,NA,NA
2021,2:08:17,CJ ALBERTSON,USA,"Chicago, IL (USA)",13 OCT 2024,1189,Full,9583401,4384,16,Public
2022,2:08:18,Kaan Kigen ÖZBILEN,TUR,Daegu (KOR),07 APR 2024,1189,Full,NA,NA,NA,NA
2023,2:08:20,Gebise DEBELE,ETH,Chongqing (CHN),24 MAR 2024,1188,Full,NA,NA,NA,NA
2024,2:08:21,Yuhei URANO,JPN,Tokyo (JPN),03 MAR 2024,1188,Full,NA,NA,NA,NA
2025,2:08:22,Timothy KIPCHUMBA,KEN,Padova (ITA),21 APR 2024,1187,Full,76403278,0,0,Public
2026,2:08:22,Toshiki SADAKATA,JPN,"Chicago, IL (USA)",13 OCT 2024,1187,Full,18672558,18,0,Public
2027,2:08:24,Yuta SHIMODA,JPN,Oita (JPN),04 FEB 2024,1187,Full,5196044,0,15,Public
2028,2:08:25,Gerba DIBABA,ETH,Milano (ITA),07 APR 2024,1187,Full,NA,NA,NA,NA
2029,2:08:26,Dario IVANOVSKI,MKD,Sevilla (ESP),18 FEB 2024,1186,Full,60814374,255,0,Private
2030,2:08:26,Michael KAMAU,KEN,Wuxi (CHN),24 MAR 2024,1186,Full,65767392,0,565,Public
2031,2:08:27,Tolosa GELETO,ETH,Milano (ITA),07 APR 2024,1186,Full,NA,NA,NA,NA
2032,2:08:29,Haftom WELDAY,GER,Sevilla (ESP),18 FEB 2024,1185,Full,23836673,1244,8,Public
2033,2:08:30,Desalegn GIRMA,ETH,Taiyuan (CHN),22 SEP 2024,1185,Full,NA,NA,NA,NA
2034,2:08:31,Dickson KIPTOO,KEN,Košice (SVK),06 OCT 2024,1185,Full,NA,NA,NA,NA
2035,2:08:32,Gilbert KIBET,KEN,Daegu (KOR),07 APR 2024,1185,Full,41123687,0,0,Public
2036,2:08:32,Erenjia JIA,CHN,Berlin (GER),29 SEP 2024,1185,Full,NA,NA,NA,NA
2037,2:08:32,Kennedy KIPYEKO,KEN,Eindhoven (NED),13 OCT 2024,1185,Full,NA,NA,NA,NA
2038,2:08:32,Adane KEBEDE,ETH,Cape Town (RSA),20 OCT 2024,1185,Full,126526190,0,0,Public
2039,2:08:33,Alemayehu MEKONEN,ETH,Sevilla (ESP),18 FEB 2024,1184,Full,NA,NA,NA,NA
2040,2:08:33,Kento KIKUTANI,JPN,Osaka (JPN),25 FEB 2024,1184,Full,NA,NA,NA,NA
2041,2:08:33,Kenji YAMAMOTO,JPN,Tokyo (JPN),03 MAR 2024,1184,Full,21902693,0,396,Public
2042,2:08:33,Aredom DEGEFA,ETH,Daegu (KOR),07 APR 2024,1184,Full,NA,NA,NA,NA
2043,2:08:33,Wisley KIMELI,KEN,Lisboa (POR),06 OCT 2024,1184,Full,NA,NA,NA,NA
2044,2:08:34,Benard KIMELI,KEN,Tokyo (JPN),03 MAR 2024,1184,Full,NA,NA,NA,NA
2045,2:08:34,Abraham KIPTOO,KEN,Wuxi (CHN),24 MAR 2024,1184,Full,105267567,0,0,Public
2046,2:08:38,Hironori KISHIMOTO,JPN,Oita (JPN),04 FEB 2024,1183,Full,NA,NA,NA,NA
2047,2:08:38,Dejene DEBELA,ETH,Linz (AUT),07 APR 2024,1183,Full,NA,NA,NA,NA
2048,2:08:38,Silas TOO,KEN,Eindhoven (NED),13 OCT 2024,1183,Full,31658147,1757,0,Public
2049,2:08:39,Wilfred Kirwa KIGEN,KEN,Riyadh (KSA),10 FEB 2024,1183,Full,NA,NA,NA,NA
2050,2:08:40,Sezgin ATAÇ,TUR,Sevilla (ESP),18 FEB 2024,1182,Full,133878760,474,0,Private
2051,2:08:42,Abderrazak CHARIK,FRA,Sevilla (ESP),18 FEB 2024,1182,Full,66662262,562,45,Public
2052,2:08:42,Martin MUSAU,UGA,Hamburg (GER),28 APR 2024,1182,Full,NA,NA,NA,NA
2053,2:08:43,Omar Ait CHITACHEN,MAR,Marrakech (MAR),28 JAN 2024,1182,Full,NA,NA,NA,NA
2054,2:08:44,Hugo CATRILEO,CHI,"Houston, TX (USA)",14 JAN 2024,1181,Full,37006272,1694,0,Public
2055,2:08:44,Yuki TAKEI,JPN,Osaka (JPN),25 FEB 2024,1181,Full,12910468,0,115,Private
2056,2:08:44,Clayton YOUNG,USA,"Stade de France, Paris (FRA)",10 AUG 2024,1181,Full,23295862,3183,28,Public
2057,2:08:47,Eliasa KIBET,KEN,Padova (ITA),21 APR 2024,1180,Full,NA,NA,NA,NA
2058,2:08:47,Moses KEMEI,KEN,Dublin (IRL),27 OCT 2024,1180,Full,117489300,0,0,Public
2059,2:08:50,Kibrom DESTA HABTU,ETH,Seoul (KOR),17 MAR 2024,1180,Full,NA,NA,NA,NA
2060,2:08:51,Abe GASHAHUN,ETH,Riyadh (KSA),10 FEB 2024,1179,Full,NA,NA,NA,NA
2061,2:08:51,Alex Chesiro MASAI,KEN,"Chicago, IL (USA)",13 OCT 2024,1179,Full,NA,NA,NA,NA
2062,2:08:52,Enyew MEKONNEN,ETH,Sevilla (ESP),18 FEB 2024,1179,Full,NA,NA,NA,NA
2063,2:08:52,Ken NAKAYAMA,JPN,Osaka (JPN),25 FEB 2024,1179,Full,16453812,0,225,Private
2064,2:08:52,Filimon ABRAHAM,GER,Berlin (GER),29 SEP 2024,1179,Full,83284242,961,3,Private
2065,2:08:53,Paul LONYANGATA,KEN,Daegu (KOR),07 APR 2024,1179,Full,NA,NA,NA,NA
2066,2:08:56,Bayelign TESHAGER,ETH,Dubai (UAE),07 JAN 2024,1178,Full,NA,NA,NA,NA
2067,2:08:56,Elroy GELANT,RSA,Sevilla (ESP),18 FEB 2024,1178,Full,NA,NA,NA,NA
2068,2:08:56,Berhane Tsegay TEKLE,ERI,Chongqing (CHN),24 MAR 2024,1178,Full,NA,NA,NA,NA
2069,2:08:56,Fredrick KIBII,KEN,Linz (AUT),07 APR 2024,1178,Full,NA,NA,NA,NA
2070,2:08:56,Samsom AMARE,ERI,"Stade de France, Paris (FRA)",10 AUG 2024,1178,Full,NA,NA,NA,NA
2071,2:08:57,Mitku TAFA,ETH,Madrid (ESP),28 APR 2024,1178,Full,NA,NA,NA,NA
2072,2:08:58,Ben PREISNER,CAN,Oita (JPN),04 FEB 2024,1177,Full,22274135,3429,10,Public
2073,2:08:58,Taoufik ALLAM,MAR,Enschede (NED),21 APR 2024,1177,Full,146402445,0,0,Public
2074,2:08:58,Andrew BUCHANAN,AUS,Hamburg (GER),28 APR 2024,1177,Full,26082929,1582,22,Private
2075,2:08:58,Belay Tilahun BEZABEH,ETH,Gold Coast (AUS),07 JUL 2024,1177,Full,NA,NA,NA,NA
2076,2:08:59,Ilham Tanui ÖZBILEN,TUR,Milano (ITA),07 APR 2024,1177,Full,NA,NA,NA,NA
2077,2:09:02,Abdellah TAGHARRAFET,MAR,Daegu (KOR),07 APR 2024,1176,Full,NA,NA,NA,NA
2078,2:09:03,Hamza SAHLI,MAR,Casablanca (MAR),27 OCT 2024,1176,Full,64360338,410,65,Public
2079,2:09:04,Gizealew AYANA,ETH,Paris (FRA),07 APR 2024,1176,Full,NA,NA,NA,NA
2080,2:09:04,Bethwel YEGON,KEN,Buenos Aires (ARG),22 SEP 2024,1176,Full,NA,NA,NA,NA
2081,2:09:05,Shoma HOSOYA,JPN,Osaka (JPN),25 FEB 2024,1175,Full,NA,NA,NA,NA
2082,2:09:06,Ebba Tulu CHALA,SWE,Sevilla (ESP),18 FEB 2024,1175,Full,NA,NA,NA,NA
2083,2:09:06,Robert KWAMBAI,KEN,Rabat (MAR),21 APR 2024,1175,Full,76324024,0,4,Public
2084,2:09:07,Tachlowini GABRIYESOS,ART,Sevilla (ESP),18 FEB 2024,1175,Full,NA,NA,NA,NA
2085,2:09:08,Simion KAMETO,KEN,Eindhoven (NED),13 OCT 2024,1175,Full,NA,NA,NA,NA
2086,2:09:08,Abebe TILAHUN,ETH,Venezia (ITA),27 OCT 2024,1175,Full,NA,NA,NA,NA
2087,2:09:09,Abebaw MUNIYE,ETH,Dubai (UAE),07 JAN 2024,1174,Full,NA,NA,NA,NA
2088,2:09:09,Jonathan MELLOR,GBR,Sevilla (ESP),18 FEB 2024,1174,Full,10984855,524,1,Public
2089,2:09:09,Reuben NARRY,KEN,Roma (ITA),17 MAR 2024,1174,Full,NA,NA,NA,NA
2090,2:09:09,Fikre BEKELE,ETH,Madrid (ESP),28 APR 2024,1174,Full,NA,NA,NA,NA
2091,2:09:10,Hidekazu HIJIKATA,JPN,Osaka (JPN),25 FEB 2024,1174,Full,NA,NA,NA,NA
2092,2:09:10,Mark Kosgei KIPTOO,KEN,Seoul (KOR),17 MAR 2024,1174,Full,NA,NA,NA,NA
2093,2:09:10,Emmanuel KIPCHUMBA,KEN,Lisboa (POR),06 OCT 2024,1174,Full,125773985,14,5,Public
2094,2:09:11,Abebaw DESALEW,ETH,Dubai (UAE),07 JAN 2024,1174,Full,NA,NA,NA,NA
2095,2:09:11,Masashi NONAKA,JPN,Osaka (JPN),25 FEB 2024,1174,Full,NA,NA,NA,NA
2096,2:09:13,John MUIRIRI,KEN,Wuhan (CHN),24 MAR 2024,1173,Full,NA,NA,NA,NA
2097,2:09:16,Zach PANNING,USA,"Chicago, IL (USA)",13 OCT 2024,1172,Full,26837949,2692,25,Public
2098,2:09:18,Richard RINGER,GER,"Stade de France, Paris (FRA)",10 AUG 2024,1172,Full,13557908,3026,215,Public
2099,2:09:18,Isaac Kipkemboi TOO,KEN,Buenos Aires (ARG),22 SEP 2024,1172,Full,NA,NA,NA,NA
2100,2:09:18,Hamid BEN DAOUD,ESP,Košice (SVK),06 OCT 2024,1172,Full,NA,NA,NA,NA
2101,2:09:19,Byambajav TSEVEENRAVDAN,MGL,Sevilla (ESP),18 FEB 2024,1172,Full,NA,NA,NA,NA
2102,2:09:19,Michael SOMERS,BEL,Sevilla (ESP),18 FEB 2024,1172,Full,113818641,173,0,Public
2103,2:09:20,Abraham CHEROBEN,BRN,Hamburg (GER),28 APR 2024,1171,Full,NA,NA,NA,NA
2104,2:09:20,Mohamed CHAABOUD,MAR,Aveiro (POR),28 APR 2024,1171,Full,NA,NA,NA,NA
2105,2:09:20,Edwin KIBICHIY,KEN,Amsterdam (NED),20 OCT 2024,1171,Full,33598506,2008,2,Public
2106,2:09:21,Getinet MELE GEDAMU,ETH,Sevilla (ESP),18 FEB 2024,1171,Full,NA,NA,NA,NA
2107,2:09:21,Tafere ADISU,ETH,Enschede (NED),21 APR 2024,1171,Full,NA,NA,NA,NA
2108,2:09:22,Maxim RĂILEANU,MDA,Sevilla (ESP),18 FEB 2024,1171,Full,75766971,0,0,Public
2109,2:09:22,Henok TESFAY,ERI,London (GBR),21 APR 2024,1171,Full,42735111,39,3,Public
2110,2:09:22,Kiyoshi KOGA,JPN,Gold Coast (AUS),07 JUL 2024,1171,Full,134669835,0,1,Public
2111,2:09:22,Aychew BANTIE,ETH,Frankfurt (GER),27 OCT 2024,1171,Full,NA,NA,NA,NA
2112,2:09:23,Reuben KERIO,KEN,Daegu (KOR),07 APR 2024,1170,Full,35133039,0,0,Public
2113,2:09:24,Jorge CASTELBLANCO,PAN,Sevilla (ESP),18 FEB 2024,1170,Full,8728583,86,1572,Public
2114,2:09:25,Isaac CHELUKO,KEN,Roma (ITA),17 MAR 2024,1170,Full,NA,NA,NA,NA
2115,2:09:25,Alemu KOKEB,ETH,Rabat (MAR),21 APR 2024,1170,Full,NA,NA,NA,NA
2116,2:09:25,Suguru OSAKO,JPN,"Stade de France, Paris (FRA)",10 AUG 2024,1170,Full,111739002,0,0,Public
2117,2:09:26,Yota IFUKU,JPN,Nobeoka (JPN),11 FEB 2024,1170,Full,NA,NA,NA,NA
2118,2:09:26,Debessay DESALE,ERI,Chongqing (CHN),24 MAR 2024,1170,Full,NA,NA,NA,NA
2119,2:09:26,Asnake DUBRE,ETH,Wuhan (CHN),24 MAR 2024,1170,Full,NA,NA,NA,NA
2120,2:09:27,Hideyuki TANAKA,JPN,Osaka (JPN),25 FEB 2024,1169,Full,49440369,211,0,Public
2121,2:09:29,Patrick MATHENGE,KEN,Osaka (JPN),25 FEB 2024,1169,Full,141434314,6,0,Public
2122,2:09:29,Dongzhi SANGJI,CHN,Wuxi (CHN),24 MAR 2024,1169,Full,NA,NA,NA,NA
2123,2:09:30,Yuichi YASUI,JPN,Oita (JPN),04 FEB 2024,1169,Full,224388,0,0,Private
2124,2:09:30,Tendai ZIMUTO,ZIM,Enschede (NED),21 APR 2024,1169,Full,NA,NA,NA,NA
2125,2:09:30,Khalid CHOUKOUD,NED,Amsterdam (NED),20 OCT 2024,1169,Full,42877358,263,0,Private
