Athlete Name,Total_Run_Distance_km,Avg_Weekly_Run_Mileage_km,Total_Run_Hours,Avg_Weekly_Run_Hours,Total_Ride_Hours,Total_Swim_Hours,Total_Other_Hours,Competitor,Nat,Gender,Mark,Discipline,Number_of_events,Avg_Run_Pace_min_per_km,2024 Weeks Scraped,Athlete ID
FILIP OSTROWSKI,3238.6519094,71.97004243111111,250.12972222222223,5.558438271604938,23.068055555555556,0.0,2.65,Filip Ostrowski,POL,Male,1:45.22|3:35.73,800m|1500m,2,4.633959978772065,45,99277269
FLORENCE CARON,4602.3744386,102.27498752444444,332.37583333333333,7.38612962962963,1.2111111111111112,0.0,46.75333333333333,Florence Caron,CAN,Female,4:13.45|15:32.22,1500m|5000m,2,4.333100286830713,45,42575476
FLORIAN BREMM,630.8773734,14.019497186666667,45.015277777777776,1.0003395061728395,9.683333333333334,0.0,0.0,Florian Bremm,GER,Male,3:37.73|13:11.87,1500m|5000m,2,4.281207062650801,45,21000995
FLORIAN LE PALLEC,5062.2916238,112.49536941777777,347.36861111111114,7.719302469135803,0.0,0.0,0.7441666666666666,Florian Le Pallec,FRA,Male,13:29.78,5000m,1,4.1171307809844375,45,9389758
FOSTER MALLECK,4337.7023822,96.39338627111113,300.4533333333333,6.67674074074074,0.0,0.0,0.0,Foster Malleck,CAN,Male,3:37.87,1500m,1,4.155932890641738,45,48312027
FREDRIK SANDVIK,659.3144112,14.65143136,49.62972222222222,1.1028827160493826,0.0,0.0,0.0,Fredrik Sandvik,NOR,Male,3:40.43|8:28.47,1500m|3000m Steeple,2,4.516484522025769,45,18082688
GABRIELA DEBUES-STAFFORD,873.388818,19.4086404,67.68388888888889,1.5040864197530863,0.0,0.0,2.1333333333333333,Gabriela Debues-Stafford,CAN,Female,15:17.48,5000m,1,4.649742760197936,45,56812301
GARY MARTIN,2900.3686414,64.45263647555555,194.89166666666668,4.330925925925926,0.0,0.0,0.0,Gary Martin,USA,Male,1:47.46|3:35.77,800m|1500m,2,4.0317288751113995,45,52075256
GEORGE COUTTIE,3138.4222142,69.7427158711111,232.49166666666667,5.1664814814814815,1.9166666666666667,0.0,0.4394444444444444,George Couttie,GBR,Male,3:39.77,1500m,1,4.444749319223067,45,53091912
GEORGIA BELL,123.1466968,2.736593262222222,9.549166666666666,0.2122037037037037,0.0,0.0,27.17361111111111,Georgia Bell,GBR,Female,1:56.28|3:52.61,800m|1500m,2,4.652581148242378,45,25124025
GIOVANNA EPIS,18.008514599999998,0.4001892133333333,1.2666666666666666,0.0281481481481481,0.0,0.0,0.0,Giovanna Epis,ITA,Female,1:10:55|2:28:24,Half|Full,2,4.220225914690377,45,58587312
GIOVANNI FILIPPI,1051.784157,23.372981266666667,70.35416666666667,1.563425925925926,0.0,0.0,0.0,Giovanni Filippi,ITA,Male,3:36.24,1500m,1,4.013418505979645,45,18819249
GLADYS CHEPNGETICH,882.4172154,19.609271453333335,68.18194444444444,1.515154320987654,0.0,0.0,0.0,Gladys Chepngetich,KEN,Female,1:59.81|4:13.15,800m|1500m,2,4.636034514367733,45,120754520
GRACE BARNETT,1313.0926928,29.179837617777775,106.88583333333334,2.375240740740741,1.188611111111111,0.0,9.95,Grace Barnett,USA,Female,4:09.27,1500m,1,4.8840040274116445,45,57217273
GRACELYN LARKIN,3660.041495,81.33425544444444,283.89722222222224,6.308827160493828,0.0,0.0,0.0,Gracelyn Larkin,CAN,Female,15:25.83,5000m,1,4.654000058907347,45,78680893
HAFTOM WELDAY,27.8576754,0.6190594533333333,1.3666666666666667,0.0303703703703703,0.0,0.0,0.0,Haftom Welday,GER,Male,2:08:29,Full,1,2.9435334722867794,45,23836673
HAMZA SAHLI,722.4649128,16.054775839999998,72.59944444444444,1.613320987654321,17.36611111111111,0.0,55.048611111111114,Hamza Sahli,MAR,Male,2:09:03,Full,1,6.029312412951089,45,64360338
HANNA HERMANSSON,844.1471102,18.75882467111111,65.8086111111111,1.4624135802469134,1.7833333333333334,0.0,0.0,Hanna Hermansson,SWE,Female,4:07.68,1500m,1,4.67752198515631,45,91049781
HANNA LINDHOLM,5754.6135984,127.88030218666668,429.6463888888889,9.547697530864198,0.0,0.0,5.583333333333334,Hanna Lindholm,SWE,Female,1:11:03|2:31:18,Half|Full,2,4.479672334646553,45,114930525
HANNAH NUTTALL,1564.600348,34.76889662222222,116.27638888888887,2.5839197530864197,0.0,0.0,0.0,Hannah Nuttall,GBR,Female,4:07.16|14:52.65,1500m|5000m,2,4.459019418122572,45,15610170
HARRY WAKEFIELD,3468.4012878,77.07558417333333,266.96694444444444,5.932598765432099,20.919444444444444,0.0,5.933333333333334,Harry Wakefield,GBR,Male,3:40.35,1500m,1,4.618270879730547,45,24985070
HAYLEY KITCHING,2164.7393274,48.10531838666667,176.35583333333332,3.9190185185185182,3.016111111111111,0.0,0.0,Hayley Kitching,AUS,Female,2:00.70,800m,1,4.888048120190491,45,46801273
HAZEM MIAWAD,2263.7459242,50.30546498222222,184.4963888888889,4.09991975308642,0.0,0.0,0.0,Hazem Miawad,EGY,Male,1:46.12,800m,1,4.890029050961343,45,49509743
HEATHER SEAWARD,1167.898038,25.953289733333335,81.82861111111112,1.8184135802469137,8.961666666666666,0.0,0.0,Heather Seaward,GBR,Female,2:32:40,Full,1,4.203891527272749,45,34182540
HENDRIK PFEIFFER,690.9399999999999,15.35422222222222,39.95111111111111,0.8878024691358024,0.0,0.0,0.0,Hendrik Pfeiffer,GER,Male,2:07:14,Full,1,3.469283391707915,45,18085134
HENRY FISHER,1932.5115654,42.94470145333333,168.02527777777777,3.733895061728395,0.0,0.0,33.98777777777778,Henry Fisher,GBR,Male,1:46.59,800m,1,5.2167949973328875,45,33502406
HENRY WYNNE,3858.3604632,85.74134362666668,288.7813888888889,6.417364197530865,0.0,0.0,0.0,Henry Wynne,USA,Male,3:32.94,1500m,1,4.4907373218734925,45,14735644
HICHAM OULADHA,4130.532044,91.78960097777777,296.43194444444447,6.587376543209877,0.0,0.0,0.0,Hicham Ouladha,MAR,Male,28:19.81|1:00:57,10000m|Half,2,4.305962640455107,45,67065684
HIDEYUKI TANAKA,561.1607646,12.470239213333333,52.910555555555554,1.17579012345679,0.0,0.0,0.0,Hideyuki Tanaka,JPN,Male,1:01:13|2:09:27,Half|Full,2,5.657261757414986,45,49440369
HILLARY KIPKOECH,5353.308576,118.9624128,440.0252777777778,9.77833950617284,0.2083333333333333,0.0,0.0,Hillary Kipkoech,KEN,Male,59:37,Half,1,4.9318129698389095,45,89621357
HOBBS KESSLER,43.6774876,0.9706108355555556,3.05,0.0677777777777777,2.033333333333333,0.0,0.0,Hobbs Kessler,USA,Male,1:43.64|3:29.45,800m|1500m,2,4.189801429878948,45,56168841
HUGO HOUYEZ,1420.403484,31.564521866666663,129.22222222222223,2.871604938271605,0.9102777777777776,0.0,10.616666666666667,Hugo Houyez,FRA,Male,1:46.13,800m,1,5.458542886348858,45,27198009
IGNACIO ERARIO,5849.9991802,129.99998178222222,441.4094444444444,9.8090987654321,0.0,0.0,0.0,Ignacio Erario,ARG,Male,1:01:11|2:12:55,Half|Full,2,4.527276987714246,45,47231766
INVIDA MAURIŅA,258.0737624,5.734972497777778,23.33388888888889,0.5185308641975309,0.0,0.0,0.0,Invida Mauriņa,LAT,Female,2:03.54,800m,1,5.424934795050413,45,133154784
IRVETTE VAN ZYL,212.8513084,4.730029075555556,13.85,0.3077777777777777,0.0,0.0,0.5391666666666667,Irvette Van Zyl,RSA,Female,2:31:14,Full,1,3.904133858732719,45,49628215
ISAAC BASTEN,327.0500748,7.26777944,23.973333333333333,0.5327407407407407,0.0,0.0,0.0,Isaac Basten,USA,Male,1:46.89|3:37.14,800m|1500m,2,4.398103259507342,45,88934444
ISAAC UPDIKE,3053.5939028,67.85764228444444,225.50583333333333,5.011240740740741,35.59222222222222,0.0,10.814166666666669,Isaac Updike,USA,Male,8:19.11,3000m Steeple,1,4.4309592010886965,45,18803555
ISAIAH HARRIS,1724.085942,38.313020933333334,130.57611111111112,2.9016913580246917,15.911111111111111,0.0,0.0,Isaiah Harris,USA,Male,1:44.58|3:37.78,800m|1500m,2,4.544185690406069,45,50116782
ISHMAEL ARTHUR,2911.7949554,64.70655456444445,195.14805555555552,4.336623456790123,0.1944444444444444,0.0,0.0,Ishmael Arthur,GHA,Male,28:11.79,10000m,1,4.0211908848934925,45,28079951
IVAN SIURIS,4347.5354496,96.61189888,325.4063888888889,7.231253086419754,1.3,0.0,1.5833333333333333,Ivan Siuris,MDA,Male,2:13:34,Full,1,4.4909083685860915,45,89025421
JACK BALICK,2486.8970086,55.26437796888889,194.9611111111111,4.332469135802469,35.083888888888886,0.0,0.0,Jack Balick,USA,Male,1:47.11,800m,1,4.703719786631564,45,49012071
JACK HIGGINS,2666.9499678,59.26555484000001,193.11333333333337,4.291407407407408,1.2644444444444445,0.0,0.0,Jack Higgins,GBR,Male,1:45.63,800m,1,4.344588439939162,45,61174400
JACK LUNN,2077.65794,46.17017644444445,192.6313888888889,4.280697530864198,0.0,0.0,0.0,Jack Lunn,AUS,Male,1:46.25,800m,1,5.5629384947424665,45,46128288
JACK RAYNER,5336.82,118.596,364.3325,8.096277777777777,8.016666666666666,0.0,0.0,Jack Rayner,AUS,Male,13:16.34|27:09.57|2:11:49,5000m|10000m|Full,3,4.096062823928857,45,0
JACK ROWE,8305.15,159.71,562.33,10.81,0.0,0.0,0.0,Jack Rowe,GBR,Male,3:38.57|13:04.75|27:54.55,1500m|5000m|10000m,3,4.06,52,2827104
JACK SALISBURY,5290.1741678,117.55942595111112,379.44055555555553,8.432012345679011,0.0,0.0,0.0,Jack Salisbury,USA,Male,3:36.17,1500m,1,4.30353190862922,45,79030752
JACKSON SHARP,4787.8830604,106.39740134222224,347.93305555555554,7.731845679012346,32.43861111111111,0.0,0.0,Jackson Sharp,AUS,Male,3:38.03|13:17.08,1500m|5000m,2,4.360169843327223,45,19488174
JACOB BOUTERA,4563.5571578,101.41238128444444,327.1402777777778,7.269783950617284,0.0,0.0,0.6152777777777778,Jacob Boutera,NOR,Male,8:22.94,3000m Steeple,1,4.301122126435497,45,24382931
JAKE RITTER,4518.6404784,100.41423285333332,333.7633333333333,7.416962962962963,3.498611111111111,0.0,9.6375,Jake Ritter,USA,Male,28:19.67,10000m,1,4.431819724478482,45,23718316
JAMES CORRIGAN,426.153232,9.470071822222222,29.131944444444446,0.6473765432098766,0.0,0.0,0.0,James Corrigan,USA,Male,8:13.87|13:30.67,3000m Steeple|5000m,2,4.101615417683062,45,23763182
JAMES HANSEN,1399.63,26.92,103.01,1.98,0.0,0.0,0.0,James Hansen,AUS,Male,3:40.22,1500m,1,4.42,52,2911356
JAMES KIMEU,896.130256,19.91400568888889,82.05444444444444,1.823432098765432,0.0,0.0,18.87388888888889,James Kimeu,KEN,Male,13:29.80|28:11.68,5000m|10000m,2,5.493918583490687,45,94876602
JAMES PRESTON,2285.3,43.95,164.9,3.17,3.62,0.0,0.0,James Preston,NZL,Male,1:44.04,800m,1,4.33,52,2988843
JAMES SEELIGER,1764.3033486,39.20674108,195.23583333333335,4.338574074074074,0.0,0.0,0.0,James Seeliger,RSA,Male,1:46.22,800m,1,6.639532827104448,45,13233183
JAMES WEST,4495.2245814,99.89387958666666,321.48583333333335,7.14412962962963,1.1841666666666666,0.0,0.0,James West,GBR,Male,3:36.18|13:09.07,1500m|5000m,2,4.291031438076128,45,13065561
JAN BADIA,247.6291458,5.502869906666667,17.89888888888889,0.3977530864197531,0.0,0.0,0.0,Jan Badia,ESP,Male,3:40.51,1500m,1,4.336861599485166,45,43228727
JANE BAREIKIS,3204.7753024,71.21722894222222,251.40722222222223,5.5868271604938275,0.0,0.0,9.393611111111111,Jane Bareikis,USA,Female,2:31:17,Full,1,4.7068614520452865,45,21479529
JAQUAVIOUS HARRIS,3795.2743352,84.3394296711111,263.53333333333336,5.856296296296297,0.0,0.0,0.0,Jaquavious Harris,USA,Male,3:39.24,1500m,1,4.166233743197053,45,48348730
JAXSON HOEY,852.4834914,18.94407758666667,67.30194444444444,1.4955987654320988,0.0,0.0,0.0,Jaxson Hoey,USA,Male,1:46.86|3:39.40,800m|1500m,2,4.73688547333043,45,142463626
JEAN-SIMON DESGAGNÉS,274.8108984,6.106908853333333,18.6675,0.4148333333333333,0.0,0.0,0.0,Jean-Simon Desgagnés,CAN,Male,3:39.90|8:13.11,1500m|3000m Steeple,2,4.0757117222102135,45,20297898
JENNIFER GULIKERS,607.686784,13.504150755555557,42.683055555555555,0.9485123456790124,7.5166666666666675,0.0,0.0,Jennifer Gulikers,NED,Female,15:31.00|32:28.94,5000m|10000m,2,4.214314677828066,45,26990912
JENNIFER NESBITT,110.3846306,2.4529917911111108,12.285555555555556,0.2730123456790123,0.0,0.0,9.6275,Jennifer Nesbitt,GBR,Female,15:10.19,5000m,1,6.677862029583432,45,53810642
JENNIFER RANDALL,524.44,11.654222222222224,47.00416666666667,1.044537037037037,0.0,0.0,95.31972222222224,Jennifer Randall,USA,Female,4:07.19|15:25.13,1500m|5000m,2,5.3776409122111195,45,53922774
JERRELL MOCK,2843.2370714,63.18304603111111,212.285,4.717444444444444,1.6719444444444445,0.0,24.489722222222223,Jerrell Mock,USA,Male,2:11:26,Full,1,4.479788241410449,45,58369394
JESSICA KAIN,2581.5262006,57.367248902222215,204.05722222222224,4.534604938271605,0.7527777777777778,0.0,9.999166666666666,Jessica Kain,USA,Female,4:12.59,1500m,1,4.742711242089159,45,37389921
JOANNA ARCHER,78.8254732,1.7516771822222224,7.706111111111111,0.1712469135802469,0.0,0.0,9.855277777777776,Joanna Archer,GUY,Female,2:03.52,800m,1,5.865701122954587,45,27457755
JOB IJTSMA,2913.2111746,64.73802610222222,214.78944444444448,4.773098765432099,29.016666666666666,0.0,0.0,Job Ijtsma,NED,Male,3:37.20,1500m,1,4.423766728286072,45,10175779
JOE EWING,30.5613666,0.67914148,1.7994444444444444,0.0399876543209876,0.0,0.0,0.0,Joe Ewing,GBR,Male,3:40.43,1500m,1,3.5327826821287065,45,10513706
JOEY BERRIATUA,3260.3458126,72.45212916888889,227.08194444444445,5.046265432098766,0.0,0.0,1.0197222222222222,Joey Berriatua,USA,Male,8:20.82,3000m Steeple,1,4.178978994808321,45,9588583
JOEY NOKES,4571.2819898,101.58404421777776,337.2633333333333,7.49474074074074,0.0,0.0,4.1,Joey Nokes,USA,Male,13:28.89,5000m,1,4.42672319168946,45,38105995
JOHANNES MOTSCHMANN,6053.5645968,134.52365770666665,398.5844444444445,8.857432098765432,1.7666666666666666,0.0,5.466666666666667,Johannes Motschmann,GER,Male,1:01:33|2:10:39,Half|Full,2,3.950575943190316,45,21148281
JOHN GAY,4084.9394418,90.77643204,284.69666666666666,6.3265925925925925,4.539444444444444,0.0,13.701944444444443,John Gay,CAN,Male,8:25.20,3000m Steeple,1,4.1816531783083235,45,11799655
JOHN KORIR,5381.3432788,119.58540619555556,382.9644444444445,8.510320987654321,0.0,0.0,2.05,John Korir,KEN,Male,58:50|2:02:44,Half|Full,2,4.269912822173753,45,105366367
JOLANDA KALLABIS,148.52,3.3004444444444445,11.07638888888889,0.2461419753086419,44.333333333333336,0.0,1.6166666666666667,Jolanda Kallabis,GER,Female,2:03.50|4:07.44,800m|1500m,2,4.474705987970195,45,82798069
JONATHAN DAVIS,1.66,0.03,0.29,0.01,26.79,0.0,0.0,Jonathan Davis,USA,Male,3:39.95,1500m,1,10.61,52,204658
JONATHAN GRAHN,883.5115666,19.63359036888889,62.1325,1.3807222222222222,40.343333333333334,0.0,0.0,Jonathan Grahn,SWE,Male,3:38.02,1500m,1,4.219469377572719,45,69143721
JONATHAN MELLOR,8.127167,0.1806037111111111,0.9197222222222222,0.0204382716049382,0.0,0.0,3.716111111111111,Jonathan Mellor,GBR,Male,2:09:09,Full,1,6.789983930849868,45,10984855
JORDAN MACINTOSH,2500.7373326,55.571940724444445,187.29361111111112,4.162080246913581,0.0,0.0,0.0,Jordan Macintosh,CAN,Male,8:31.40,3000m Steeple,1,4.4937213197769115,45,44278789
JORGE CASTELBLANCO,0.0,0.0,0.0,0.0,6.866666666666666,0.0,0.0,Jorge Castelblanco,PAN,Male,2:09:24,Full,1,,45,8728583
JORIS KEPPENS,5311.385269,118.03078375555556,347.22333333333336,7.716074074074075,1.3333333333333333,0.0,5.55,Joris Keppens,BEL,Male,2:13:18,Full,1,3.922404221285647,45,52526147
JOSEPH DENG,956.8491904,21.26331534222222,69.95,1.5544444444444443,0.0,0.0,0.0,Joseph Deng,AUS,Male,1:45.87,800m,1,4.386271151303887,45,15697869
JOSEPH TUFFIN,3573.0888548,79.40197455111111,264.8233333333333,5.8849629629629625,0.0,0.0,0.0,Joseph Tuffin,GBR,Male,3:38.99,1500m,1,4.446964697968418,45,19033722
JOSH IZEWSKI,1627.7508496,36.17224110222222,118.80888888888887,2.6401975308641976,0.0,0.0,0.0,Josh Izewski,USA,Male,2:11:09,Full,1,4.379376201883159,45,10799453
JOSH KERR,519.8329134,11.55184252,42.18833333333333,0.9375185185185184,106.64583333333331,0.0,75.67472222222221,Josh Kerr,GBR,Male,1:45.94|3:27.79,800m|1500m,2,4.869449268696498,45,18748153
JOSÉ CARLOS PINTO,3773.3229376,83.85162083555555,251.6886111111111,5.59308024691358,2.4563888888888887,0.0,1.4094444444444445,José Carlos Pinto,POR,Male,3:37.73,1500m,1,4.002126750452949,45,69562064
JP FLAVIN,7064.3,135.85,451.58,8.68,0.0,0.0,0.0,JP Flavin,USA,Male,2:12:34,Full,1,3.84,52,4928335
JUDE THOMAS,5187.6592098,115.28131577333332,379.0436111111111,8.423191358024692,0.0,0.0,0.0,Jude Thomas,AUS,Male,3:37.01,1500m,1,4.383984326438332,45,26514282
JUDE WHEELER-DEE,1083.08582,24.06857377777778,78.04166666666667,1.7342592592592594,0.0,0.0,0.0,Jude Wheeler-Dee,CAN,Male,3:39.02,1500m,1,4.323295452247727,45,57348015
JULIA JAGUŚCIK,2409.4716612,53.54381469333334,201.06472222222223,4.468104938271605,3.710555555555555,0.0,2.67,Julia Jaguścik,POL,Female,2:02.19|4:13.36,800m|1500m,2,5.006858361357569,45,111373106
JULIA MAYER,640.1471718,14.225492706666667,45.92388888888889,1.0205308641975308,0.0,0.0,0.0,Julia Mayer,AUT,Female,1:11:09|2:31:25,Half|Full,2,4.304374766798483,45,17379874
JULIETTE THOMAS,4813.4232862,106.96496191555556,350.71,7.793555555555555,9.9225,0.0,5.2125,Juliette Thomas,BEL,Female,1:09:48|2:27:23,Half|Full,2,4.371649603376616,45,38758598
JUSTIN KENT,1430.8963808,31.797697351111115,87.75888888888889,1.9501975308641977,0.0,0.0,0.0,Justin Kent,CAN,Male,2:12:17,Full,1,3.6798844444553183,45,17615116
KASEY KNEVELBAARD,3939.6965068,87.54881126222222,298.25666666666666,6.6279259259259256,63.80638888888889,0.0,0.0,Kasey Knevelbaard,USA,Male,3:35.68|13:13.23,1500m|5000m,2,4.542329585315052,45,18958757
KATE CURRENT,825.9776616,18.35505914666667,99.34138888888889,2.2075864197530866,6.176111111111111,0.0,45.67472222222222,Kate Current,CAN,Female,4:06.91,1500m,1,7.216276674828337,45,39397963
KATE GRACE,2809.55,54.03,201.0,3.87,0.0,0.0,0.0,Kate Grace,USA,Female,1:58.97|4:11.92,800m|1500m,2,4.29,52,6448444
KATE MITCHELL,367.2996682,8.162214848888889,41.678333333333335,0.9261851851851852,0.0,0.0,28.075,Kate Mitchell,USA,Female,2:01.13,800m,1,6.808337214827902,45,49462685
KATIE CAMARENA,2784.801936,61.88448746666666,210.42222222222225,4.676049382716049,0.3569444444444444,0.0,2.95,Katie Camarena,USA,Female,15:21.55|32:00.20,5000m|10000m,2,4.533655758465881,45,53868866
KAYLEY DELAY,2271.3098222,50.47355160444444,173.80527777777775,3.86233950617284,2.1911111111111112,0.0,5.766944444444444,Kayley Delay,USA,Female,4:12.68|9:29.07|15:05.96,1500m|3000m Steeple|5000m,3,4.591322841445627,45,52102056
KEIRA D'AMATO,2396.6774082,53.25949796,176.49138888888888,3.922030864197531,0.8047222222222222,0.0,1.05,Keira D'Amato,USA,Female,31:05.31,10000m,1,4.418401615963183,45,12019441
KEISUKE YOKOTA,4778.5488884,106.18997529777776,360.77722222222224,8.017271604938271,2.7919444444444443,0.0,0.0,Keisuke Yokota,JPN,Male,2:12:23,Full,1,4.529959583730715,45,77830180
KELLYN TAYLOR,2299.1996844,51.09332632,171.85750000000002,3.819055555555556,0.0,0.0,0.0,Kellyn Taylor,USA,Female,32:12.02|2:30:28,10000m|Full,2,4.484799676149434,45,13279564
KELVIN KIPYEGO,1368.53,30.41177777777778,98.935,2.1985555555555556,0.0,0.0,0.0,Kelvin Kipyego,KEN,Male,1:47.06,800m,1,4.3375738931554295,45,128956777
KENDRA COLEMAN,476.7347882,10.594106404444444,40.47527777777778,0.8994506172839506,18.933333333333337,0.0,5.301388888888889,Kendra Coleman,USA,Female,2:01.36,800m,1,5.094062205604878,45,99876148
KEREM AYHAN,2261.6376888,50.25861530666667,174.26305555555555,3.872512345679013,72.49055555555556,0.0,8.225833333333334,Kerem Ayhan,TUR,Male,1:46.89,800m,1,4.62310271230095,45,51826918
KEVIN ROBERTSON,4416.8980036,98.1532889688889,300.1325,6.669611111111111,19.052222222222223,0.0,0.4736111111111111,Kevin Robertson,CAN,Male,3:38.33|8:24.37|8:33.88,1500m|3000m Steeple,3,4.07705814925375,45,56592626
KEVIN VIEZEE,1659.551408,36.87892017777778,125.23722222222224,2.7830493827160496,16.300555555555555,0.0,0.0,Kevin Viezee,NED,Male,1:47.42,800m,1,4.527870180526118,45,20688835
KIERAN TUNTIVATE,486.8897236,10.819771635555556,32.47027777777778,0.7215617283950618,0.0,0.0,0.0,Kieran Tuntivate,THA,Male,3:36.16|13:16.65,1500m|5000m,2,4.001350967651984,45,26597694
KIRAMI COLLIN YEGO,26.312709,0.5847268666666666,1.2552777777777775,0.027895061728395,0.0,0.0,0.0,Kirami Collin Yego,KEN,Male,13:29.49,5000m,1,2.8623683964530855,45,73487204
KOEN NAERT,274.49,5.28,18.8,0.36,0.0,0.0,0.0,Koen Naert,BEL,Male,1:01:34,Half,1,4.11,52,2770994
KRISTEL VAN DEN BERG,369.3274366,8.20727636888889,28.352222222222224,0.6300493827160494,2.0186111111111114,0.0,0.0,Kristel Van Den Berg,NED,Female,9:49.59,3000m Steeple,1,4.606030218046718,45,26886165
KRISTIAN ULDBJERG HANSEN,1730.5072086,38.45571574666667,128.555,2.856777777777778,39.25694444444444,0.0,4.966666666666667,Kristian Uldbjerg Hansen,DEN,Male,3:38.54,1500m,1,4.4572481187409485,45,83372861
KRISTINA HENDEL,3664.4993668,81.43331926222223,261.66833333333335,5.814851851851852,3.4299999999999997,0.0,0.0,Kristina Hendel,GER,Female,2:30:54,Full,1,4.2843778722521675,45,59060047
KRISTINE EIKREM ENGESET,427.8108522,9.506907826666666,31.53,0.7006666666666667,1.0166666666666666,0.0,0.0,Kristine Eikrem Engeset,NOR,Female,15:20.02,5000m,1,4.422047711673267,45,12012236
KYLE LANGFORD,23.34,0.45,2.35,0.05,52.23,0.0,0.0,Kyle Langford,GBR,Male,1:46.18,800m,1,6.05,52,3943693
LAURA NAGEL,3992.450672,88.72112604444445,310.5238888888889,6.900530864197531,0.0,0.0,0.0,Laura Nagel,NZL,Female,4:06.31,1500m,1,4.666665881184201,45,16604584
LAURA PRIEGO,2651.49,58.922,199.56861111111112,4.4348580246913585,0.0,0.0,0.0,Laura Priego,ESP,Female,32:40.25,10000m,1,4.515995408870736,45,133448894
LAUREN GREGORY,4021.3705118,89.3637891511111,314.24083333333334,6.98312962962963,9.755277777777778,0.0,58.157222222222224,Lauren Gregory,USA,Female,4:10.03|15:17.99,1500m|5000m,2,4.688563250930238,45,37651602
LAUREN HAGANS,2448.9487714,54.421083808888895,188.4963888888889,4.188808641975309,0.0,0.0,0.9294444444444444,Lauren Hagans,USA,Female,2:25:47,Full,1,4.618219648125929,45,54874775
LAUREN HALL,120.3,2.31,13.36,0.26,202.79,0.0,0.0,Lauren Hall,GBR,Female,9:57.05,3000m Steeple,1,6.66,52,199092
LAUREN RYAN,3251.0760142,72.24613364888889,234.45,5.21,0.0,0.0,0.0,Lauren Ryan,AUS,Female,4:08.15|14:57.67|30:35.66,1500m|5000m|10000m,3,4.326875144893068,45,12805279
LEONID LATSEPOV,5847.3115824,129.94025738666667,422.9230555555555,9.39829012345679,6.661944444444444,0.0,0.8936111111111111,Leonid Latsepov,EST,Male,2:13:38,Full,1,4.3396666956677095,45,82077769
LESLIE SEXTON,5422.48,104.28,395.26,7.6,0.0,0.0,0.0,Leslie Sexton,CAN,Female,2:28:14,Full,1,4.37,52,6604642
LEVENTE SZEMEREI,5006.9142344,111.26476076444445,343.5761111111111,7.635024691358025,1.3941666666666666,0.0,3.566666666666667,Levente Szemerei,HUN,Male,2:10:43,Full,1,4.117219848711269,45,26009876
LEVI TAYLOR,2443.8471636,54.30771474666666,174.28444444444443,3.8729876543209873,0.0,0.0,0.0,Levi Taylor,USA,Male,8:30.43,3000m Steeple,1,4.278936433677176,45,45951923
LIAM CASHIN,3996.9890108,88.82197801777778,285.47333333333336,6.343851851851852,0.0,0.0,0.0,Liam Cashin,AUS,Male,8:30.19,3000m Steeple,1,4.285325767401032,45,10206606
LISA ROOMS,2703.1762112,60.07058247111112,206.4525,4.587833333333333,13.676666666666666,0.0,0.0,Lisa Rooms,BEL,Female,15:26.66,5000m,1,4.582442664550184,45,27711874
LOGAN MEASNER,3225.92203,71.68715622222223,223.56166666666667,4.968037037037037,1.75,0.0,0.0,Logan Measner,USA,Male,8:31.79,3000m Steeple,1,4.158098018258674,45,82013388
LORE HOFFMANN,791.634346,17.591874355555557,79.62083333333334,1.7693518518518518,2.3072222222222223,0.0,0.0,Lore Hoffmann,SUI,Female,1:59.26,800m,1,6.034667424599084,45,110793714
LUC LE BARON,4747.2633188,105.49474041777778,340.51472222222225,7.566993827160494,3.9,0.0,10.033333333333331,Luc Le Baron,FRA,Male,3:38.66|8:15.29,1500m|3000m Steeple,2,4.303718155347195,45,25504823
LUCA THOMPSON,1501.4659398,33.365909773333335,152.92027777777778,3.3982283950617287,0.0,0.0,0.0,Luca Thompson,NOR,Male,1:47.11,800m,1,6.110839029681109,45,35428770
LUCAS BONS,3703.09134,82.29091866666667,271.3572222222222,6.03016049382716,0.0,0.0,1.7833333333333334,Lucas Bons,USA,Male,3:35.88,1500m,1,4.396713944769543,45,26662661
LUCAS NIEUWEBOER,4067.2367018,90.38303781777778,276.23333333333335,6.138518518518519,34.18833333333333,0.0,22.83,Lucas Nieuweboer,NED,Male,2:12:45,Full,1,4.075002566893881,45,17931180
LUCIA PINACCHIO,1657.8294142,36.84065364888889,131.685,2.9263333333333335,1.0,0.0,0.0,Lucia Pinacchio,ESP,Female,2:01.16,800m,1,4.765930639379291,45,115067841
LUCIANO FIORE,1880.0953616,41.77989692444445,136.46944444444443,3.032654320987654,0.0,0.0,2.229444444444445,Luciano Fiore,USA,Male,1:46.00,800m,1,4.35518688780678,45,52774592
LUCY REID,209.57,4.657111111111111,18.92,0.4204444444444445,21.889722222222225,0.0,10.55,Lucy Reid,GBR,Female,1:10:30,Half,1,5.4168058405306105,45,10609301
LUDOVIC LE MEUR,960.051777,21.334483933333335,72.88055555555556,1.619567901234568,52.522222222222226,0.0,0.0,Ludovic Le Meur,FRA,Male,1:46.41,800m,1,4.554789062520879,45,141766603
LUIS MIGUEL MASABANDA,829.1480614,18.425512475555553,59.83444444444444,1.3296543209876543,0.1358333333333333,0.0,0.0,Luis Miguel Masabanda,ECU,Male,1:02:00,Half,1,4.329825798066645,45,20228908
